Part	Poem	Verse	Word1	Word2	IPA1	IPA2	Type	Rhyming	Lines
book-of-poetry/decade-of-sheng-min/zhs	Juan A	8	羽	子	y32	ʦy32	tonal inexact	-	5655-5659
book-of-poetry/decade-of-sheng-min/zhs	Juan A	8	使	子	sy32	ʦy32	tonal inexact	-	5658-5659
book-of-poetry/decade-of-sheng-min/zhs	Juan A	9	人	人	iŋ53	iŋ53	tonal exact	-	5663-5665
book-of-poetry/decade-of-sheng-min/zhs	Min Lu	2	良	王	luoŋ53	uoŋ53	tonal exact	-	5683-5687
book-of-poetry/decade-of-sheng-min/zhs	Min Lu	2	明	迩	miŋ53	i32	inexact	-	5685-5686
book-of-poetry/decade-of-sheng-min/zhs	Min Lu	3	休	逑	hieu44	kieu53	inexact	crossed	5689-5691
book-of-poetry/decade-of-sheng-min/zhs	Min Lu	3	休	忧	hieu44	ieu44	tonal inexact	-	5689-5695
book-of-poetry/decade-of-sheng-min/zhs	Min Lu	3	逑	忧	kieu53	ieu44	inexact	paired	5691-5695
book-of-poetry/decade-of-sheng-min/zhs	Min Lu	3	逑	休	kieu53	hieu44	inexact	encircling	5691-5697
book-of-poetry/decade-of-sheng-min/zhs	Min Lu	3	忧	休	ieu44	hieu44	tonal inexact	-	5695-5697
book-of-poetry/decade-of-sheng-min/zhs	Min Lu	4	极	仪	kiʔ5	ŋi53	inexact	-	5703-5706
book-of-poetry/decade-of-sheng-min/zhs	Min Lu	5	败	大	pɑi242	tɑi242	tonal inexact	-	5715-5717
book-of-poetry/decade-of-sheng-min/zhs	Ban	2	远	远	uoŋ32	uoŋ32	tonal exact	paired	5731-5734
book-of-poetry/decade-of-sheng-min/zhs	Ban	3	矣	矣	i32	i32	tonal inexact	-	5740-5741
book-of-poetry/decade-of-sheng-min/zhs	Ban	3	矣	矣	i32	i32	tonal inexact	-	5740-5742
book-of-poetry/decade-of-sheng-min/zhs	Ban	3	矣	矣	i32	i32	tonal inexact	-	5740-5743
book-of-poetry/decade-of-sheng-min/zhs	Ban	3	矣	矣	i32	i32	tonal inexact	-	5741-5742
book-of-poetry/decade-of-sheng-min/zhs	Ban	3	矣	矣	i32	i32	tonal inexact	-	5741-5743
book-of-poetry/decade-of-sheng-min/zhs	Ban	3	矣	矣	i32	i32	tonal inexact	-	5742-5743
book-of-poetry/decade-of-sheng-min/zhs	Ban	4	僚	嚣	lieu53	sieu44	inexact	crossed	5745-5747
book-of-poetry/decade-of-sheng-min/zhs	Ban	4	嚣	荛	sieu44	ŋieu53	inexact	crossed	5747-5751
book-of-poetry/decade-of-sheng-min/zhs	Ban	5	谑	谑	ŋyoʔ5	ŋyoʔ5	tonal exact	encircling	5753-5757
book-of-poetry/decade-of-sheng-min/zhs	Ban	5	谑	药	ŋyoʔ5	yoʔ5	tonal exact	-	5753-5759
book-of-poetry/decade-of-sheng-min/zhs	Ban	5	耄	熇	mɔ242	kʰɔ212	inexact	-	5756-5758
book-of-poetry/decade-of-sheng-min/zhs	Ban	5	谑	药	ŋyoʔ5	yoʔ5	tonal exact	-	5757-5759
book-of-poetry/decade-of-sheng-min/zhs	Ban	6	迷	尸	mi53	si44	inexact	paired	5762-5763
book-of-poetry/decade-of-sheng-min/zhs	Ban	6	迷	葵	mi53	ki53	tonal inexact	encircling	5762-5765
book-of-poetry/decade-of-sheng-min/zhs	Ban	6	尸	葵	si44	ki53	inexact	paired	5763-5765
book-of-poetry/decade-of-sheng-min/zhs	Ban	6	资	师	ʦy44	sy44	tonal inexact	-	5766-5767
book-of-poetry/decade-of-sheng-min/zhs	Ban	7	篪	圭	tie53	kie44	inexact	paired	5769-5770
book-of-poetry/decade-of-sheng-min/zhs	Ban	7	携	益	hiɛʔ23	iɛʔ23	tonal exact	-	5771-5772
book-of-poetry/decade-of-sheng-min/zhs	Ban	7	易	辟	iʔ5	piʔ5	tonal exact	-	5773-5774
book-of-poetry/decade-of-sheng-min/zhs	Ban	7	易	辟	iʔ5	piʔ5	tonal exact	-	5773-5775
book-of-poetry/decade-of-sheng-min/zhs	Ban	7	辟	辟	piʔ5	piʔ5	tonal exact	-	5774-5775
book-of-poetry/decade-of-sheng-min/zhs	Ban	8	屏	宁	piŋ53	niŋ53	tonal exact	paired	5778-5780
book-of-poetry/decade-of-dang/zhs	Dang	2	辟	辟	piʔ5	piʔ5	tonal exact	crossed	5793-5795
book-of-poetry/decade-of-dang/zhs	Dang	2	辟	民	piʔ5	miŋ53	inexact	encircling	5793-5796
book-of-poetry/decade-of-dang/zhs	Dang	2	辟	民	piʔ5	miŋ53	inexact	-	5795-5796
book-of-poetry/decade-of-dang/zhs	Dang	3	克	德	kʰɑiʔ23	tɑiʔ23	tonal exact	paired	5803-5806
book-of-poetry/decade-of-dang/zhs	Dang	4	怼	对	tɔy212	tɔy212	tonal inexact	-	5811-5812
book-of-poetry/decade-of-dang/zhs	Dang	4	怼	内	tɔy212	nɔy242	inexact	-	5811-5813
book-of-poetry/decade-of-dang/zhs	Dang	4	对	内	tɔy212	nɔy242	inexact	-	5812-5813
book-of-poetry/decade-of-dang/zhs	Dang	5	德	德	tɑiʔ23	tɑiʔ23	tonal exact	-	5819-5820
book-of-poetry/decade-of-dang/zhs	Dang	5	德	侧	tɑiʔ23	ʦɑiʔ23	tonal exact	-	5819-5821
book-of-poetry/decade-of-dang/zhs	Dang	5	德	侧	tɑiʔ23	ʦɑiʔ23	tonal exact	-	5820-5821
book-of-poetry/decade-of-dang/zhs	Dang	5	明	卿	miŋ53	kʰiŋ44	exact	-	5822-5823
book-of-poetry/decade-of-dang/zhs	Dang	8	时	人	si53	iŋ53	tonal inexact	paired	5842-5844
book-of-poetry/decade-of-dang/zhs	Dang	8	时	刑	si53	hiŋ53	tonal inexact	crossed	5842-5845
book-of-poetry/decade-of-dang/zhs	Dang	8	时	听	si53	tʰiŋ44	inexact	encircling	5842-5846
book-of-poetry/decade-of-dang/zhs	Dang	8	时	倾	si53	kʰiŋ44	inexact	-	5842-5847
book-of-poetry/decade-of-dang/zhs	Dang	8	人	刑	iŋ53	hiŋ53	tonal exact	-	5844-5845
book-of-poetry/decade-of-dang/zhs	Dang	8	人	听	iŋ53	tʰiŋ44	exact	-	5844-5846
book-of-poetry/decade-of-dang/zhs	Dang	8	人	倾	iŋ53	kʰiŋ44	exact	-	5844-5847
book-of-poetry/decade-of-dang/zhs	Dang	8	刑	听	hiŋ53	tʰiŋ44	exact	-	5845-5846
book-of-poetry/decade-of-dang/zhs	Dang	8	刑	倾	hiŋ53	kʰiŋ44	exact	-	5845-5847
book-of-poetry/decade-of-dang/zhs	Dang	8	听	倾	tʰiŋ44	kʰiŋ44	tonal exact	-	5846-5847
book-of-poetry/decade-of-dang/zhs	Yi	2	隅	愚	ŋy53	ŋy53	tonal inexact	crossed	5857-5859
book-of-poetry/decade-of-dang/zhs	Yi	2	隅	愚	ŋy53	ŋy53	tonal inexact	encircling	5857-5860
book-of-poetry/decade-of-dang/zhs	Yi	2	隅	愚	ŋy53	ŋy53	tonal inexact	-	5857-5862
book-of-poetry/decade-of-dang/zhs	Yi	2	愚	愚	ŋy53	ŋy53	tonal inexact	-	5859-5860
book-of-poetry/decade-of-dang/zhs	Yi	2	愚	愚	ŋy53	ŋy53	tonal inexact	paired	5859-5862
book-of-poetry/decade-of-dang/zhs	Yi	2	愚	愚	ŋy53	ŋy53	tonal inexact	-	5860-5862
book-of-poetry/decade-of-dang/zhs	Yi	3	之	之	ʦi44	ʦi44	tonal inexact	crossed	5865-5867
book-of-poetry/decade-of-dang/zhs	Yi	3	之	仪	ʦi44	ŋi53	inexact	-	5865-5870
book-of-poetry/decade-of-dang/zhs	Yi	3	行	命	hɛiŋ53	mɛiŋ242	exact	paired	5866-5868
book-of-poetry/decade-of-dang/zhs	Yi	3	之	仪	ʦi44	ŋi53	inexact	paired	5867-5870
book-of-poetry/decade-of-dang/zhs	Yi	5	亡	章	uoŋ53	ʦuoŋ44	exact	crossed	5882-5885
book-of-poetry/decade-of-dang/zhs	Yi	5	章	方	ʦuoŋ44	huoŋ44	tonal exact	-	5885-5889
book-of-poetry/decade-of-dang/zhs	Yi	6	玷	玷	tiɛŋ212	tiɛŋ212	tonal exact	-	5896-5898
book-of-poetry/decade-of-dang/zhs	Yi	6	也	也	ia32	ia32	tonal inexact	-	5897-5899
book-of-poetry/decade-of-dang/zhs	Yi	7	矣	矣	i32	i32	tonal inexact	crossed	5901-5903
book-of-poetry/decade-of-dang/zhs	Yi	7	矣	绳	i32	siŋ53	inexact	crossed	5903-5908
book-of-poetry/decade-of-dang/zhs	Yi	7	矣	承	i32	siŋ53	inexact	encircling	5903-5909
book-of-poetry/decade-of-dang/zhs	Yi	7	绳	承	siŋ53	siŋ53	tonal exact	-	5908-5909
book-of-poetry/decade-of-dang/zhs	Yi	8	愆	显	kʰieŋ44	hieŋ32	exact	crossed	5912-5915
book-of-poetry/decade-of-dang/zhs	Yi	8	漏	觏	lɑu212	kɑu212	tonal inexact	-	5914-5916
book-of-poetry/decade-of-dang/zhs	Yi	8	思	思	sy44	sy44	tonal inexact	-	5917-5918
book-of-poetry/decade-of-dang/zhs	Yi	8	思	思	sy44	sy44	tonal inexact	-	5917-5919
book-of-poetry/decade-of-dang/zhs	Yi	8	思	思	sy44	sy44	tonal inexact	-	5918-5919
book-of-poetry/decade-of-dang/zhs	Yi	9	止	仪	ʦi32	ŋi53	inexact	-	5922-5923
book-of-poetry/decade-of-dang/zhs	Yi	9	止	李	ʦi32	li32	tonal inexact	-	5922-5927
book-of-poetry/decade-of-dang/zhs	Yi	9	仪	李	ŋi53	li32	inexact	crossed	5923-5927
book-of-poetry/decade-of-dang/zhs	Yi	10	丝	人	si44	iŋ53	inexact	paired	5931-5932
book-of-poetry/decade-of-dang/zhs	Yi	10	丝	基	si44	ki44	tonal inexact	crossed	5931-5933
book-of-poetry/decade-of-dang/zhs	Yi	10	丝	人	si44	iŋ53	inexact	encircling	5931-5934
book-of-poetry/decade-of-dang/zhs	Yi	10	人	基	iŋ53	ki44	inexact	-	5932-5933
book-of-poetry/decade-of-dang/zhs	Yi	10	人	人	iŋ53	iŋ53	tonal exact	paired	5932-5934
book-of-poetry/decade-of-dang/zhs	Yi	10	人	人	iŋ53	iŋ53	tonal exact	-	5932-5937
book-of-poetry/decade-of-dang/zhs	Yi	10	基	人	ki44	iŋ53	inexact	-	5933-5934
book-of-poetry/decade-of-dang/zhs	Yi	10	基	人	ki44	iŋ53	inexact	crossed	5933-5937
book-of-poetry/decade-of-dang/zhs	Yi	10	人	人	iŋ53	iŋ53	tonal exact	-	5934-5937
book-of-poetry/decade-of-dang/zhs	Yi	10	人	心	iŋ53	siŋ44	exact	crossed	5934-5939
book-of-poetry/decade-of-dang/zhs	Yi	10	人	心	iŋ53	siŋ44	exact	-	5937-5939
book-of-poetry/decade-of-dang/zhs	Yi	11	之	之	ʦi44	ʦi44	tonal inexact	paired	5942-5944
book-of-poetry/decade-of-dang/zhs	Yi	11	之	知	ʦi44	ti44	tonal inexact	encircling	5942-5946
book-of-poetry/decade-of-dang/zhs	Yi	11	之	知	ʦi44	ti44	tonal inexact	-	5944-5946
book-of-poetry/decade-of-dang/zhs	Yi	11	之	盈	ʦi44	iŋ53	inexact	paired	5944-5948
book-of-poetry/decade-of-dang/zhs	Yi	11	知	盈	ti44	iŋ53	inexact	-	5946-5948
book-of-poetry/decade-of-dang/zhs	Yi	12	乐	谆	louʔ5	ʦouŋ44	inexact	encircling	5951-5954
book-of-poetry/decade-of-dang/zhs	Sang Rou	2	民	兮	miŋ53	hi44	inexact	-	5973-5975
book-of-poetry/decade-of-dang/zhs	Sang Rou	2	民	矜	miŋ53	kʰiŋ44	exact	crossed	5973-5977
book-of-poetry/decade-of-dang/zhs	Sang Rou	2	兮	矜	hi44	kʰiŋ44	tonal inexact	-	5975-5977
book-of-poetry/decade-of-dang/zhs	Sang Rou	3	夷	泯	i53	miŋ32	inexact	paired	5980-5981
book-of-poetry/decade-of-dang/zhs	Sang Rou	3	夷	频	i53	piŋ53	tonal inexact	-	5980-5985
book-of-poetry/decade-of-dang/zhs	Sang Rou	3	泯	频	miŋ32	piŋ53	exact	encircling	5981-5985
book-of-poetry/decade-of-dang/zhs	Sang Rou	4	将	往	ʦuoŋ44	uoŋ32	exact	crossed	5987-5989
book-of-poetry/decade-of-dang/zhs	Sang Rou	4	疑	维	ŋi53	mi53	tonal inexact	paired	5988-5990
book-of-poetry/decade-of-dang/zhs	Sang Rou	5	宇	圉	y32	ŋŋy32	tonal inexact	-	5995-6001
book-of-poetry/decade-of-dang/zhs	Sang Rou	6	削	爵	suɔʔ23	ʦuɔʔ23	tonal exact	crossed	6003-6005
book-of-poetry/decade-of-dang/zhs	Sang Rou	6	恤	濯	souʔ23	ʦouʔ5	exact	crossed	6004-6007
book-of-poetry/decade-of-dang/zhs	Sang Rou	7	心	食	siŋ44	siʔ5	inexact	encircling	6012-6015
book-of-poetry/decade-of-dang/zhs	Sang Rou	7	逮	穑	tɑi242	sɑiʔ23	inexact	-	6013-6014
book-of-poetry/decade-of-dang/zhs	Sang Rou	7	宝	好	po32	ho32	tonal inexact	-	6016-6017
book-of-poetry/decade-of-dang/zhs	Sang Rou	8	王	荒	uoŋ53	huoŋ44	exact	-	6019-6023
book-of-poetry/decade-of-dang/zhs	Sang Rou	8	痒	国	suɔŋ242	kuɔʔ23	inexact	-	6021-6022
book-of-poetry/decade-of-dang/zhs	Sang Rou	9	相	狂	suoŋ44	kuoŋ53	exact	crossed	6029-6033
book-of-poetry/decade-of-dang/zhs	Sang Rou	9	顺	臧	souŋ242	ʦouŋ44	exact	-	6030-6031
book-of-poetry/decade-of-dang/zhs	Sang Rou	9	顺	肠	souŋ242	touŋ53	exact	-	6030-6032
book-of-poetry/decade-of-dang/zhs	Sang Rou	9	臧	肠	ʦouŋ44	touŋ53	exact	-	6031-6032
book-of-poetry/decade-of-dang/zhs	Sang Rou	10	谷	谷	kouʔ23	kouʔ23	tonal exact	-	6037-6039
book-of-poetry/decade-of-dang/zhs	Sang Rou	11	里	人	li32	iŋ53	inexact	paired	6041-6042
book-of-poetry/decade-of-dang/zhs	Sang Rou	11	里	喜	li32	hi32	tonal inexact	crossed	6041-6043
book-of-poetry/decade-of-dang/zhs	Sang Rou	11	人	喜	iŋ53	hi32	inexact	-	6042-6043
book-of-poetry/decade-of-dang/zhs	Sang Rou	11	能	忌	nɛiŋ53	kɛi242	inexact	-	6044-6045
book-of-poetry/decade-of-dang/zhs	Sang Rou	12	迪	心	tiʔ5	siŋ44	inexact	paired	6047-6048
book-of-poetry/decade-of-dang/zhs	Sang Rou	13	谷	谷	kouʔ23	kouʔ23	tonal exact	crossed	6053-6055
book-of-poetry/decade-of-dang/zhs	Sang Rou	13	谷	顺	kouʔ23	souŋ242	inexact	encircling	6053-6056
book-of-poetry/decade-of-dang/zhs	Sang Rou	13	谷	顺	kouʔ23	souŋ242	inexact	-	6055-6056
book-of-poetry/decade-of-dang/zhs	Sang Rou	14	类	醉	luɔi242	ʦuɔi212	inexact	crossed	6059-6061
book-of-poetry/decade-of-dang/zhs	Sang Rou	14	类	悖	luɔi242	puɔi242	tonal inexact	-	6059-6063
book-of-poetry/decade-of-dang/zhs	Sang Rou	14	醉	悖	ʦuɔi212	puɔi242	inexact	-	6061-6063
book-of-poetry/decade-of-dang/zhs	Sang Rou	15	获	赫	hɛiʔ5	hɛiʔ23	exact	-	6067-6069
book-of-poetry/decade-of-dang/zhs	Yun Han	2	臻	牲	ʦɛiŋ44	sɛiŋ44	tonal exact	-	6087-6089
book-of-poetry/decade-of-dang/zhs	Yun Han	3	虫	祀	tʰøyŋ53	søy242	inexact	paired	6093-6094
book-of-poetry/decade-of-dang/zhs	Yun Han	3	宗	土	ʦuŋ44	tʰu32	inexact	-	6097-6100
book-of-poetry/decade-of-dang/zhs	Yun Han	3	宗	躬	ʦuŋ44	kuŋ44	tonal exact	paired	6097-6101
book-of-poetry/decade-of-dang/zhs	Yun Han	3	土	躬	tʰu32	kuŋ44	inexact	-	6100-6101
book-of-poetry/decade-of-dang/zhs	Yun Han	4	民	遗	miŋ53	mi53	tonal inexact	-	6106-6107
book-of-poetry/decade-of-dang/zhs	Yun Han	4	民	遗	miŋ53	mi53	tonal inexact	-	6106-6109
book-of-poetry/decade-of-dang/zhs	Yun Han	4	遗	遗	mi53	mi53	tonal inexact	-	6107-6109
book-of-poetry/decade-of-dang/zhs	Yun Han	5	所	祖	su32	ʦu32	tonal inexact	encircling	6115-6120
book-of-poetry/decade-of-dang/zhs	Yun Han	5	顾	助	kou212	ʦou242	inexact	-	6117-6119
book-of-poetry/decade-of-dang/zhs	Yun Han	6	焚	闻	huŋ53	uŋ53	tonal exact	crossed	6125-6129
book-of-poetry/decade-of-dang/zhs	Yun Han	6	暑	熏	sy32	hyŋ44	inexact	-	6126-6127
book-of-poetry/decade-of-dang/zhs	Yun Han	7	旱	帝	ɑŋ242	tɑ212	inexact	encircling	6134-6138
book-of-poetry/decade-of-dang/zhs	Yun Han	7	故	莫	kou212	mouʔ5	inexact	-	6135-6137
book-of-poetry/decade-of-dang/zhs	Yun Han	7	夙	虞	syʔ5	ŋy53	inexact	-	6136-6139
book-of-poetry/decade-of-dang/zhs	Yun Han	7	莫	怒	mouʔ5	nou242	inexact	-	6137-6141
book-of-poetry/decade-of-dang/zhs	Yun Han	8	正	正	ʦiɑŋ212	ʦiɑŋ212	tonal exact	encircling	6144-6149
book-of-poetry/decade-of-dang/zhs	Song Gao	2	神	申	siŋ53	siŋ44	exact	-	6164-6165
book-of-poetry/decade-of-dang/zhs	Song Gao	3	宅	邦	thaʔ5	paŋ44	inexact	-	6175-6176
book-of-poetry/decade-of-dang/zhs	Song Gao	4	人	人	iŋ53	iŋ53	tonal exact	-	6180-6185
book-of-poetry/decade-of-dang/zhs	Song Gao	5	城	成	siaŋ53	ʦʰiaŋ53	tonal exact	-	6188-6189
book-of-poetry/decade-of-dang/zhs	Song Gao	6	宝	保	po32	po32	tonal inexact	-	6199-6201
book-of-poetry/decade-of-dang/zhs	Zheng Min	2	则	德	ʦɑiʔ23	tɑiʔ23	tonal exact	crossed	6227-6229
book-of-poetry/decade-of-dang/zhs	Zheng Min	3	则	色	ʦɑiʔ23	sɑiʔ23	tonal exact	paired	6235-6236
book-of-poetry/decade-of-dang/zhs	Zheng Min	3	翼	力	iʔ5	liʔ5	tonal exact	-	6237-6239
book-of-poetry/decade-of-dang/zhs	Zheng Min	4	辟	命	pʰɛiʔ23	mɛiŋ242	inexact	encircling	6243-6246
book-of-poetry/decade-of-dang/zhs	Zheng Min	4	考	保	kʰo32	po32	tonal inexact	-	6244-6245
book-of-poetry/decade-of-dang/zhs	Zheng Min	5	之	之	ʦi44	ʦi44	tonal inexact	crossed	6251-6253
book-of-poetry/decade-of-dang/zhs	Zheng Min	5	之	身	ʦi44	siŋ44	tonal inexact	-	6251-6255
book-of-poetry/decade-of-dang/zhs	Zheng Min	5	之	身	ʦi44	siŋ44	tonal inexact	-	6253-6255
book-of-poetry/decade-of-dang/zhs	Zheng Min	5	之	人	ʦi44	iŋ53	inexact	crossed	6253-6257
book-of-poetry/decade-of-dang/zhs	Zheng Min	5	身	人	siŋ44	iŋ53	exact	-	6255-6257
book-of-poetry/decade-of-dang/zhs	Zheng Min	6	之	之	ʦi44	ʦi44	tonal inexact	paired	6259-6260
book-of-poetry/decade-of-dang/zhs	Zheng Min	7	之	之	ʦi44	ʦi44	tonal inexact	-	6268-6269
book-of-poetry/decade-of-dang/zhs	Zheng Min	7	之	之	ʦi44	ʦi44	tonal inexact	paired	6268-6270
book-of-poetry/decade-of-dang/zhs	Zheng Min	7	之	之	ʦi44	ʦi44	tonal inexact	crossed	6268-6271
book-of-poetry/decade-of-dang/zhs	Zheng Min	7	之	之	ʦi44	ʦi44	tonal inexact	-	6268-6273
book-of-poetry/decade-of-dang/zhs	Zheng Min	7	之	之	ʦi44	ʦi44	tonal inexact	-	6269-6270
book-of-poetry/decade-of-dang/zhs	Zheng Min	7	之	之	ʦi44	ʦi44	tonal inexact	-	6269-6271
book-of-poetry/decade-of-dang/zhs	Zheng Min	7	之	之	ʦi44	ʦi44	tonal inexact	crossed	6269-6273
book-of-poetry/decade-of-dang/zhs	Zheng Min	7	之	之	ʦi44	ʦi44	tonal inexact	-	6270-6271
book-of-poetry/decade-of-dang/zhs	Zheng Min	7	之	之	ʦi44	ʦi44	tonal inexact	-	6270-6273
book-of-poetry/decade-of-dang/zhs	Zheng Min	7	之	之	ʦi44	ʦi44	tonal inexact	-	6271-6273
book-of-poetry/decade-of-dang/zhs	Zheng Min	8	业	捷	ŋieʔ5	ʦieʔ5	tonal exact	paired	6275-6276
book-of-poetry/decade-of-dang/zhs	Zheng Min	8	甫	方	hu32	puŋ44	inexact	-	6280-6281
book-of-poetry/decade-of-dang/zhs	Han Yi	2	之	之	ʦi44	ʦi44	tonal inexact	encircling	6291-6294
book-of-poetry/decade-of-dang/zhs	Han Yi	2	命	命	mɛiŋ242	mɛiŋ242	tonal exact	paired	6293-6296
book-of-poetry/decade-of-dang/zhs	Han Yi	2	命	易	mɛiŋ242	ɛi242	tonal inexact	-	6296-6299
book-of-poetry/decade-of-dang/zhs	Han Yi	2	命	辟	mɛiŋ242	pʰɛiʔ23	inexact	-	6296-6301
book-of-poetry/decade-of-dang/zhs	Han Yi	2	易	辟	ɛi242	pʰɛiʔ23	inexact	-	6299-6301
book-of-poetry/decade-of-dang/zhs	Han Yi	3	张	王	tuoŋ44	uoŋ53	exact	encircling	6303-6306
book-of-poetry/decade-of-dang/zhs	Han Yi	3	张	章	tuoŋ44	ʦuoŋ44	tonal exact	-	6303-6308
book-of-poetry/decade-of-dang/zhs	Han Yi	3	觐	衡	ʦɛiŋ212	hɛiŋ53	exact	-	6304-6309
book-of-poetry/decade-of-dang/zhs	Han Yi	3	王	章	uoŋ53	ʦuoŋ44	exact	-	6306-6308
book-of-poetry/decade-of-dang/zhs	Han Yi	3	衡	舄	hɛiŋ53	sɛiʔ23	inexact	-	6309-6310
book-of-poetry/decade-of-dang/zhs	Han Yi	3	衡	锡	hɛiŋ53	sɛiʔ23	inexact	-	6309-6311
book-of-poetry/decade-of-dang/zhs	Han Yi	3	舄	锡	sɛiʔ23	sɛiʔ23	tonal exact	-	6310-6311
book-of-poetry/decade-of-dang/zhs	Han Yi	4	壶	蒲	hu53	pu53	tonal inexact	crossed	6317-6321
book-of-poetry/decade-of-dang/zhs	Han Yi	4	何	何	ho53	ho53	tonal inexact	-	6318-6320
book-of-poetry/decade-of-dang/zhs	Han Yi	4	何	何	ho53	ho53	tonal inexact	paired	6318-6322
book-of-poetry/decade-of-dang/zhs	Han Yi	4	何	何	ho53	ho53	tonal inexact	-	6320-6322
book-of-poetry/decade-of-dang/zhs	Han Yi	4	车	且	ʦʰia44	ʦʰia32	inexact	-	6323-6324
book-of-poetry/decade-of-dang/zhs	Han Yi	5	止	里	ʦi32	li32	tonal inexact	-	6329-6330
book-of-poetry/decade-of-dang/zhs	Han Yi	5	止	之	ʦi32	ʦi44	inexact	encircling	6329-6334
book-of-poetry/decade-of-dang/zhs	Han Yi	5	里	之	li32	ʦi44	inexact	paired	6330-6334
book-of-poetry/decade-of-dang/zhs	Han Yi	5	锵	光	ʦuoŋ44	kuoŋ44	tonal exact	-	6332-6333
book-of-poetry/decade-of-dang/zhs	Han Yi	5	锵	门	ʦuoŋ44	muoŋ53	exact	-	6332-6337
book-of-poetry/decade-of-dang/zhs	Han Yi	5	光	门	kuoŋ44	muoŋ53	exact	-	6333-6337
book-of-poetry/decade-of-dang/zhs	Han Yi	5	之	之	ʦi44	ʦi44	tonal inexact	-	6334-6336
book-of-poetry/decade-of-dang/zhs	Han Yi	6	土	甫	tʰu32	hu32	tonal inexact	-	6342-6344
book-of-poetry/decade-of-dang/zhs	Han Yi	6	土	虎	tʰu32	hu32	tonal inexact	-	6342-6347
book-of-poetry/decade-of-dang/zhs	Han Yi	6	甫	虎	hu32	hu32	tonal inexact	-	6344-6347
book-of-poetry/decade-of-dang/zhs	Jiang Han	2	游	求	ieu53	kieu53	tonal inexact	-	6364-6365
book-of-poetry/decade-of-dang/zhs	Jiang Han	3	平	宁	piŋ53	niŋ53	tonal exact	crossed	6374-6377
book-of-poetry/decade-of-dang/zhs	Jiang Han	3	定	争	tɛiŋ242	ʦɛiŋ44	exact	-	6375-6376
book-of-poetry/decade-of-dang/zhs	Jiang Han	4	虎	方	hu32	puŋ44	inexact	paired	6379-6380
book-of-poetry/decade-of-dang/zhs	Jiang Han	4	虎	土	hu32	tʰu32	tonal inexact	crossed	6379-6381
book-of-poetry/decade-of-dang/zhs	Jiang Han	4	方	土	puŋ44	tʰu32	inexact	-	6380-6381
book-of-poetry/decade-of-dang/zhs	Jiang Han	4	棘	极	ʦiʔ5	kiʔ5	tonal exact	-	6382-6383
book-of-poetry/decade-of-dang/zhs	Jiang Han	4	棘	理	ʦiʔ5	li32	inexact	-	6382-6384
book-of-poetry/decade-of-dang/zhs	Jiang Han	4	极	理	kiʔ5	li32	inexact	-	6383-6384
book-of-poetry/decade-of-dang/zhs	Jiang Han	6	田	年	tieŋ53	nieŋ53	tonal exact	crossed	6397-6401
book-of-poetry/decade-of-dang/zhs	Jiang Han	6	命	命	mɛiŋ242	mɛiŋ242	tonal exact	-	6398-6399
book-of-poetry/decade-of-dang/zhs	Chang Wu	2	师	戎	sy44	yŋ53	inexact	-	6414-6415
book-of-poetry/decade-of-dang/zhs	Chang Wu	3	旅	处	ly32	ʦʰy32	tonal inexact	paired	6421-6424
book-of-poetry/decade-of-dang/zhs	Chang Wu	4	霆	惊	tiŋ53	kiŋ44	exact	-	6432-6433
book-of-poetry/decade-of-dang/zhs	Chang Wu	5	虎	所	hu32	su32	tonal inexact	paired	6437-6441
book-of-poetry/decade-of-dang/zhs	Chang Wu	5	虏	浦	luo32	pʰuo32	tonal inexact	-	6439-6440
book-of-poetry/decade-of-dang/zhs	Zhan Yang	2	惠	瘵	hiɛ242	ʦiɛ212	inexact	-	6459-6463
book-of-poetry/decade-of-dang/zhs	Zhan Yang	2	宁	定	nɛiŋ242	tɛiŋ242	tonal exact	paired	6460-6462
book-of-poetry/decade-of-dang/zhs	Zhan Yang	2	收	瘳	sieu44	tʰieu44	tonal inexact	-	6466-6467
book-of-poetry/decade-of-dang/zhs	Zhan Yang	3	之	人	ʦi44	iŋ53	inexact	paired	6469-6470
book-of-poetry/decade-of-dang/zhs	Zhan Yang	3	之	之	ʦi44	ʦi44	tonal inexact	crossed	6469-6471
book-of-poetry/decade-of-dang/zhs	Zhan Yang	3	之	之	ʦi44	ʦi44	tonal inexact	-	6469-6473
book-of-poetry/decade-of-dang/zhs	Zhan Yang	3	人	之	iŋ53	ʦi44	inexact	-	6470-6471
book-of-poetry/decade-of-dang/zhs	Zhan Yang	3	人	之	iŋ53	ʦi44	inexact	crossed	6470-6473
book-of-poetry/decade-of-dang/zhs	Zhan Yang	3	人	之	iŋ53	ʦi44	inexact	-	6470-6475
book-of-poetry/decade-of-dang/zhs	Zhan Yang	3	之	之	ʦi44	ʦi44	tonal inexact	-	6471-6473
book-of-poetry/decade-of-dang/zhs	Zhan Yang	3	之	之	ʦi44	ʦi44	tonal inexact	crossed	6471-6475
book-of-poetry/decade-of-dang/zhs	Zhan Yang	3	罪	罪	ʦɔy242	ʦɔy242	tonal inexact	-	6472-6474
book-of-poetry/decade-of-dang/zhs	Zhan Yang	3	之	之	ʦi44	ʦi44	tonal inexact	-	6473-6475
book-of-poetry/decade-of-dang/zhs	Zhan Yang	4	鸱	人	ʦʰi44	iŋ53	inexact	crossed	6479-6483
