ID	CONCEPT	IPA	DOCULECT	COGID
3108	甫	hu51	Hokkien	230
3109	甫	fu35	Cantonese	230
3110	甫	pʰu31	Hakka	230
3111	哉	tsai55	Mandarin	5
3112	哉	ʦai44	Fuzhou	5
3113	哉	tsai55	Hokkien	5
3114	哉	tsɔi55	Cantonese	5
3115	哉	tsai24	Hakka	5
3116	哉	tsai55	Mandarin	5
3117	哉	ʦai44	Fuzhou	5
3118	哉	tsai55	Hokkien	5
3119	哉	tsɔi55	Cantonese	5
3120	哉	tsai24	Hakka	5
3121	水	ʂuei214	Mandarin	143
3122	水	ʦuoi32	Fuzhou	143
3123	水	tsui51	Hokkien	143
3124	水	seoi35	Cantonese	143
3125	水	sui31	Hakka	143
3126	蒲	pʰu35	Mandarin	231
3127	蒲	pu53	Fuzhou	231
3128	蒲	pɔ24	Hokkien	231
3129	蒲	pʰou21	Cantonese	231
3130	蒲	pʰu11	Hakka	231
3131	許	ɕy214	Mandarin	232
3132	許	hy32	Fuzhou	232
3133	許	kʰɔ51	Hokkien	232
3134	許	fu35	Cantonese	232
3135	許	hi31	Hakka	232
3136	哉	tsai55	Mandarin	5
3137	哉	ʦai44	Fuzhou	5
3138	哉	tsai55	Hokkien	5
3139	哉	tsɔi55	Cantonese	5
3140	哉	tsai24	Hakka	5
3141	哉	tsai55	Mandarin	5
3142	哉	ʦai44	Fuzhou	5
3143	哉	tsai55	Hokkien	5
3144	哉	tsɔi55	Cantonese	5
3145	哉	tsai24	Hakka	5
3146	矣	i214	Mandarin	16
3147	矣	i32	Fuzhou	16
3148	矣	aʔ3ʔ	Hokkien	16
3149	矣	ji13	Cantonese	16
3150	矣	i31	Hakka	16
3151	離	li35	Mandarin	222
3152	離	liɛ53	Fuzhou	222
3153	離	li24	Hokkien	222
3154	離	lei22	Cantonese	222
3155	離	li11	Hakka	222
3156	矣	i214	Mandarin	16
3157	矣	i32	Fuzhou	16
3158	矣	aʔ3ʔ	Hokkien	16
3159	矣	ji13	Cantonese	16
3160	矣	i31	Hakka	16
3161	矣	i214	Mandarin	16
3162	矣	i32	Fuzhou	16
3163	矣	aʔ3ʔ	Hokkien	16
3164	矣	ji13	Cantonese	16
3165	矣	i31	Hakka	16
3166	矣	i214	Mandarin	16
3167	矣	i32	Fuzhou	16
3168	矣	aʔ3ʔ	Hokkien	16
3169	矣	ji13	Cantonese	16
3170	矣	i31	Hakka	16
3171	矣	i214	Mandarin	16
3172	矣	i32	Fuzhou	16
3173	矣	aʔ3ʔ	Hokkien	16
3174	矣	ji13	Cantonese	16
3175	矣	i31	Hakka	16
3176	離	li35	Mandarin	222
3177	離	liɛ53	Fuzhou	222
3178	離	li24	Hokkien	222
3179	離	lei22	Cantonese	222
3180	離	li11	Hakka	222
3181	矣	i214	Mandarin	16
3182	矣	i32	Fuzhou	16
3183	矣	aʔ3ʔ	Hokkien	16
3184	矣	ji13	Cantonese	16
3185	矣	i31	Hakka	16
3186	矣	i214	Mandarin	16
3187	矣	i32	Fuzhou	16
3188	矣	aʔ3ʔ	Hokkien	16
3189	矣	ji13	Cantonese	16
3190	矣	i31	Hakka	16
3191	矣	i214	Mandarin	16
3192	矣	i32	Fuzhou	16
3193	矣	aʔ3ʔ	Hokkien	16
3194	矣	ji13	Cantonese	16
3195	矣	i31	Hakka	16
3196	矣	i214	Mandarin	16
3197	矣	i32	Fuzhou	16
3198	矣	aʔ3ʔ	Hokkien	16
3199	矣	ji13	Cantonese	16
3200	矣	i31	Hakka	16
3201	離	li35	Mandarin	222
3202	離	liɛ53	Fuzhou	222
3203	離	li24	Hokkien	222
3204	離	lei22	Cantonese	222
3205	離	li11	Hakka	222
3206	矣	i214	Mandarin	16
3207	矣	i32	Fuzhou	16
3208	矣	aʔ3ʔ	Hokkien	16
3209	矣	ji13	Cantonese	16
3210	矣	i31	Hakka	16
3211	矣	i214	Mandarin	16
3212	矣	i32	Fuzhou	16
3213	矣	aʔ3ʔ	Hokkien	16
3214	矣	ji13	Cantonese	16
3215	矣	i31	Hakka	16
3216	矣	i214	Mandarin	16
3217	矣	i32	Fuzhou	16
3218	矣	aʔ3ʔ	Hokkien	16
3219	矣	ji13	Cantonese	16
3220	矣	i31	Hakka	16
3221	為	uei35	Mandarin	184
3222	為	uoi53	Fuzhou	184
3223	為	ui24	Hokkien	184
3224	為	wɐi22	Cantonese	184
3225	為	vi55	Hakka	184
3226	造	tsɑu51	Mandarin	233
3227	造	ʦɔ242	Fuzhou	233
3228	造	tsə33	Hokkien	233
3229	造	tsou22	Cantonese	233
3230	造	tsʰo55	Hakka	233
3231	憂	iou55	Mandarin	73
3232	憂	ieu44	Fuzhou	73
3233	憂	iu55	Hokkien	73
3234	憂	jɐu55	Cantonese	73
3235	憂	iu24	Hakka	73
3236	庸	yŋ55	Mandarin	234
3237	庸	yŋ44	Fuzhou	234
3238	庸	iɔŋ24	Hokkien	234
3239	庸	juŋ21	Cantonese	234
3240	庸	iuŋ24	Hakka	234
3241	凶	ɕyŋ55	Mandarin	235
3242	凶	hyŋ44	Fuzhou	235
3243	凶	hiɔŋ55	Hokkien	235
3244	凶	huŋ55	Cantonese	235
3245	凶	hiuŋ24	Hakka	235
3246	聰	tsʰuŋ55	Mandarin	236
3247	聰	ʦʰuŋ44	Fuzhou	236
3248	聰	tsʰɔŋ55	Hokkien	236
3249	聰	tsʰuŋ55	Cantonese	236
3250	聰	tsʰuŋ24	Hakka	236
3251	父	fu51	Mandarin	237
3252	父	hou242	Fuzhou	237
3253	父	hu33	Hokkien	237
3254	父	fu35	Cantonese	237
3255	父	fu55	Hakka	237
3256	父	fu51	Mandarin	237
3257	父	hou242	Fuzhou	237
3258	父	hu33	Hokkien	237
3259	父	fu35	Cantonese	237
3260	父	fu55	Hakka	237
3261	顧	ku51	Mandarin	98
3262	顧	kou212	Fuzhou	98
3263	顧	kɔ31	Hokkien	98
3264	顧	ku33	Cantonese	98
3265	顧	ku55	Hakka	98
3266	昆	kʰun55	Mandarin	238
3267	昆	kʰouŋ44	Fuzhou	238
3268	昆	kʰun55	Hokkien	238
3269	昆	kʷʰɐn55	Cantonese	238
3270	昆	kʰun24	Hakka	238
3271	昆	kʰun55	Mandarin	238
3272	昆	kʰouŋ44	Fuzhou	238
3273	昆	kʰun55	Hokkien	238
3274	昆	kʷʰɐn55	Cantonese	238
3275	昆	kʰun24	Hakka	238
3276	聞	un35	Mandarin	239
3277	聞	uŋ53	Fuzhou	239
3278	聞	bun24	Hokkien	239
3279	聞	mɐn35	Cantonese	239
3280	聞	vun11	Hakka	239
3281	思	sɿ55	Mandarin	28
3282	思	sy44	Fuzhou	28
3283	思	su31	Hokkien	28
3284	思	si55	Cantonese	28
3285	思	sɨ24	Hakka	28
3286	思	sɿ55	Mandarin	28
3287	思	sy44	Fuzhou	28
3288	思	su31	Hokkien	28
3289	思	si55	Cantonese	28
3290	思	sɨ24	Hakka	28
3291	奔	pən55	Mandarin	174
3292	奔	puoŋ44	Fuzhou	174
3293	奔	pʰun55	Hokkien	174
3294	奔	pɐn55	Cantonese	174
3295	奔	pun24	Hakka	174
3296	室	ʂʅ51	Mandarin	21
3297	室	sɛiʔ23	Fuzhou	21
3298	室	ɕik̚3ʔ	Hokkien	21
3299	室	sɐt55	Cantonese	21
3300	室	sɨt̚2	Hakka	21
3301	穴	ɕyɛ35	Mandarin	240
3302	穴	hieʔ5	Fuzhou	240
3303	穴	hiat̚5ʔ	Hokkien	240
3304	穴	jyt22	Cantonese	240
3305	穴	hiet̚5	Hakka	240
3306	信	ɕin51	Mandarin	241
3307	信	sɛiŋ212	Fuzhou	241
3308	信	ɕin31	Hokkien	241
3309	信	sɐn55	Cantonese	241
3310	信	ɕin55	Hakka	241
3311	日	rʅ51	Mandarin	177
3312	日	niʔ5	Fuzhou	177
3313	日	dzit̚5ʔ	Hokkien	177
3314	日	jɐt22	Cantonese	177
3315	日	ŋit̚2	Hakka	177
3316	麻	ma35	Mandarin	242
3317	麻	ma53	Fuzhou	242
3318	麻	ba24	Hokkien	242
3319	麻	ma21	Cantonese	242
3320	麻	ma11	Hakka	242
3321	施	ʂʅ55	Mandarin	165
3322	施	sie44	Fuzhou	165
3323	施	ɕi55	Hokkien	165
3324	施	si55	Cantonese	165
3325	施	sɨ24	Hakka	165
3326	麥	mai51	Mandarin	193
3327	麥	maʔ5	Fuzhou	193
3328	麥	beʔ5ʔ	Hokkien	193
3329	麥	mak22	Cantonese	193
3330	麥	mak̚5	Hakka	193
3331	國	kuo35	Mandarin	243
3332	國	kuɔʔ23	Fuzhou	243
3333	國	kɔk̚3ʔ	Hokkien	243
3334	國	kʷɔk33	Cantonese	243
3335	國	kuet̚2	Hakka	243
3336	國	kuo35	Mandarin	243
3337	國	kuɔʔ23	Fuzhou	243
3338	國	kɔk̚3ʔ	Hokkien	243
3339	國	kʷɔk33	Cantonese	243
3340	國	kuet̚2	Hakka	243
3341	李	li214	Mandarin	68
3342	李	li32	Fuzhou	68
3343	李	li51	Hokkien	68
3344	李	lei13	Cantonese	68
3345	李	li31	Hakka	68
3346	里	li214	Mandarin	244
3347	里	li32	Fuzhou	244
3348	里	li51	Hokkien	244
3349	里	lei13	Cantonese	244
3350	里	li24	Hakka	244
3351	杞	tɕʰi214	Mandarin	245
3352	杞	ki32	Fuzhou	245
3353	杞	ki51	Hokkien	245
3354	杞	kei35	Cantonese	245
3355	杞	ki31	Hakka	245
3356	之	tʂʅ55	Mandarin	3
3357	之	ʦi44	Fuzhou	3
3358	之	tɕi55	Hokkien	3
3359	之	tsi55	Cantonese	3
3360	之	tsɨ24	Hakka	3
3361	也	iɛ214	Mandarin	80
3362	也	ia32	Fuzhou	80
3363	也	ia33	Hokkien	80
3364	也	ja13	Cantonese	80
3365	也	ia24	Hakka	80
3366	言	iɛn35	Mandarin	149
3367	言	ŋyoŋ53	Fuzhou	149
3368	言	gian24	Hokkien	149
3369	言	jin21	Cantonese	149
3370	言	ŋien11	Hakka	149
3371	也	iɛ214	Mandarin	80
3372	也	ia32	Fuzhou	80
3373	也	ia33	Hokkien	80
3374	也	ja13	Cantonese	80
3375	也	ia24	Hakka	80
3376	牆	tɕʰiɑŋ35	Mandarin	246
3377	牆	ʦʰuoŋ53	Fuzhou	246
3378	牆	tɕʰũ24	Hokkien	246
3379	牆	tsʰœŋ21	Cantonese	246
3380	牆	tɕʰioŋ11	Hakka	246
3381	桑	sɑŋ55	Mandarin	180
3382	桑	souŋ44	Fuzhou	180
3383	桑	sɔŋ55	Hokkien	180
3384	桑	sɔŋ55	Cantonese	180
3385	桑	soŋ24	Hakka	180
3386	之	tʂʅ55	Mandarin	3
3387	之	ʦi44	Fuzhou	3
3388	之	tɕi55	Hokkien	3
3389	之	tsi55	Cantonese	3
3390	之	tsɨ24	Hakka	3
3391	也	iɛ214	Mandarin	80
3392	也	ia32	Fuzhou	80
3393	也	ia33	Hokkien	80
3394	也	ja13	Cantonese	80
3395	也	ia24	Hakka	80
3396	言	iɛn35	Mandarin	149
3397	言	ŋyoŋ53	Fuzhou	149
3398	言	gian24	Hokkien	149
3399	言	jin21	Cantonese	149
3400	言	ŋien11	Hakka	149
3401	也	iɛ214	Mandarin	80
3402	也	ia32	Fuzhou	80
3403	也	ia33	Hokkien	80
3404	也	ja13	Cantonese	80
3405	也	ia24	Hakka	80
3406	之	tʂʅ55	Mandarin	3
3407	之	ʦi44	Fuzhou	3
3408	之	tɕi55	Hokkien	3
3409	之	tsi55	Cantonese	3
3410	之	tsɨ24	Hakka	3
3411	言	iɛn35	Mandarin	149
3412	言	ŋyoŋ53	Fuzhou	149
3413	言	gian24	Hokkien	149
3414	言	jin21	Cantonese	149
3415	言	ŋien11	Hakka	149
3416	也	iɛ214	Mandarin	80
3417	也	ia32	Fuzhou	80
3418	也	ia33	Hokkien	80
3419	也	ja13	Cantonese	80
3420	也	ia24	Hakka	80
3421	言	iɛn35	Mandarin	149
3422	言	ŋyoŋ53	Fuzhou	149
3423	言	gian24	Hokkien	149
3424	言	jin21	Cantonese	149
3425	言	ŋien11	Hakka	149
3426	也	iɛ214	Mandarin	80
3427	也	ia32	Fuzhou	80
3428	也	ia33	Hokkien	80
3429	也	ja13	Cantonese	80
3430	也	ia24	Hakka	80
3431	田	tʰiɛn35	Mandarin	183
3432	田	tieŋ53	Fuzhou	183
3433	田	tian24	Hokkien	183
3434	田	tʰin21	Cantonese	183
3435	田	tʰien11	Hakka	183
3436	人	rən35	Mandarin	12
3437	人	iŋ53	Fuzhou	12
3438	人	dzin24	Hokkien	12
3439	人	jɐn21	Cantonese	12
3440	人	ŋin11	Hakka	12
3441	人	rən35	Mandarin	12
3442	人	iŋ53	Fuzhou	12
3443	人	dzin24	Hokkien	12
3444	人	jɐn21	Cantonese	12
3445	人	ŋin11	Hakka	12
3446	也	iɛ214	Mandarin	80
3447	也	ia32	Fuzhou	80
3448	也	ia33	Hokkien	80
3449	也	ja13	Cantonese	80
3450	也	ia24	Hakka	80
3451	仁	rən35	Mandarin	247
3452	仁	iŋ53	Fuzhou	247
3453	仁	dzin24	Hokkien	247
3454	仁	jɐn21	Cantonese	247
3455	仁	in11	Hakka	247
3456	酒	tɕiou214	Mandarin	74
3457	酒	ʦieu32	Fuzhou	74
3458	酒	tɕu51	Hokkien	74
3459	酒	tsɐu35	Cantonese	74
3460	酒	tɕiu31	Hakka	74
3461	酒	tɕiou214	Mandarin	74
3462	酒	ʦieu32	Fuzhou	74
3463	酒	tɕu51	Hokkien	74
3464	酒	tsɐu35	Cantonese	74
3465	酒	tɕiu31	Hakka	74
3466	也	iɛ214	Mandarin	80
3467	也	ia32	Fuzhou	80
3468	也	ia33	Hokkien	80
3469	也	ja13	Cantonese	80
3470	也	ia24	Hakka	80
3471	野	iɛ214	Mandarin	89
3472	野	ia32	Fuzhou	89
3473	野	ia51	Hokkien	89
3474	野	jɛ13	Cantonese	89
3475	野	ia24	Hakka	89
3476	馬	ma214	Mandarin	31
3477	馬	ma32	Fuzhou	31
3478	馬	ma51	Hokkien	31
3479	馬	ma13	Cantonese	31
3480	馬	ma24	Hakka	31
3481	馬	ma214	Mandarin	31
3482	馬	ma32	Fuzhou	31
3483	馬	ma51	Hokkien	31
3484	馬	ma13	Cantonese	31
3485	馬	ma24	Hakka	31
3486	也	iɛ214	Mandarin	80
3487	也	ia32	Fuzhou	80
3488	也	ia33	Hokkien	80
3489	也	ja13	Cantonese	80
3490	也	ia24	Hakka	80
3491	武	u214	Mandarin	248
3492	武	u32	Fuzhou	248
3493	武	bu51	Hokkien	248
3494	武	mou13	Cantonese	248
3495	武	vu24	Hakka	248
3496	田	tʰiɛn35	Mandarin	183
3497	田	tieŋ53	Fuzhou	183
3498	田	tian24	Hokkien	183
3499	田	tʰin21	Cantonese	183
3500	田	tʰien11	Hakka	183
3501	馬	ma214	Mandarin	31
3502	馬	ma32	Fuzhou	31
3503	馬	ma51	Hokkien	31
3504	馬	ma13	Cantonese	31
3505	馬	ma24	Hakka	31
3506	組	tsu214	Mandarin	141
3507	組	ʦu32	Fuzhou	141
3508	組	tsɔ55	Hokkien	141
3509	組	tsou35	Cantonese	141
3510	組	tsu24	Hakka	141
3511	舞	u214	Mandarin	139
3512	舞	u32	Fuzhou	139
3513	舞	bu51	Hokkien	139
3514	舞	mou13	Cantonese	139
3515	舞	vu31	Hakka	139
3516	舉	tɕy214	Mandarin	249
3517	舉	ky32	Fuzhou	249
3518	舉	ki51	Hokkien	249
3519	舉	keoi35	Cantonese	249
3520	舉	ki31	Hakka	249
3521	虎	xu214	Mandarin	140
3522	虎	hu32	Fuzhou	140
3523	虎	hu55	Hokkien	140
3524	虎	fu35	Cantonese	140
3525	虎	fu31	Hakka	140
3526	所	suo214	Mandarin	250
3527	所	su32	Fuzhou	250
3528	所	sɔ51	Hokkien	250
3529	所	sɔ35	Cantonese	250
3530	所	so31	Hakka	250
3531	田	tʰiɛn35	Mandarin	183
3532	田	tieŋ53	Fuzhou	183
3533	田	tian24	Hokkien	183
3534	田	tʰin21	Cantonese	183
3535	田	tʰien11	Hakka	183
3536	黃	xuɑŋ35	Mandarin	15
3537	黃	uoŋ53	Fuzhou	15
3538	黃	ŋ24	Hokkien	15
3539	黃	wɔŋ21	Cantonese	15
3540	黃	voŋ11	Hakka	15
3541	襄	ɕiɑŋ55	Mandarin	251
3542	襄	suoŋ44	Fuzhou	251
3543	襄	ɕɔŋ55	Hokkien	251
3544	襄	sœŋ55	Cantonese	251
3545	襄	ɕioŋ24	Hakka	251
3546	行	ɕiŋ35	Mandarin	13
3547	行	hɛiŋ53	Fuzhou	13
3548	行	hiŋ33	Hokkien	13
3549	行	haŋ21	Cantonese	13
3550	行	hen11	Hakka	13
3551	揚	iɑŋ35	Mandarin	173
3552	揚	yoŋ53	Fuzhou	173
3553	揚	iɔŋ24	Hokkien	173
3554	揚	jœŋ21	Cantonese	173
3555	揚	ioŋ11	Hakka	173
3556	忌	tɕi51	Mandarin	252
3557	忌	kɛi242	Fuzhou	252
3558	忌	kʰi33	Hokkien	252
3559	忌	kei22	Cantonese	252
3560	忌	kʰi55	Hakka	252
3561	忌	tɕi51	Mandarin	252
3562	忌	kɛi242	Fuzhou	252
3563	忌	kʰi33	Hokkien	252
3564	忌	kei22	Cantonese	252
3565	忌	kʰi55	Hakka	252
3566	忌	tɕi51	Mandarin	252
3567	忌	kɛi242	Fuzhou	252
3568	忌	kʰi33	Hokkien	252
3569	忌	kei22	Cantonese	252
