Type	Mandarin	Fuzhou	Hokkien	Cantonese	Hakka	Amount	Line numbers
VOWELS + FINALS + TONES	ɑu55	o44	ə55	ou55	o24	2	4338,5568
VOWELS + FINALS + TONES	ɑu55	ieu44	iau55	iu55	eu24	0	
VOWELS + FINALS + TONES	ɑu55	ieu44	au55	iu55	eu24	2	5950,6970
VOWELS + FINALS + TONES	iɑu51	iou242	iau31	iu22	iau55	0	
VOWELS + FINALS + TONES	iɑu51	ɑu242	au33	au22	au31	0	
VOWELS + FINALS + TONES	iɑu51	iɛu242	iə33	iu22	eu55	3	5168,6561,6566
VOWELS + FINALS + TONES	ua214	ua32	ua51	a35	ua31	2	3786,6264
VOWELS + FINALS + TONES	iɑu55	ieu44	iau51	iu55	ieu24	3	83,87,469
VOWELS + FINALS + TONES	iɑu55	ieu44	ə55	iu55	eu24	0	
VOWELS + FINALS + TONES	iɑu55	ieu44	au55	iu55	iau24	1	4720
VOWELS + FINALS + TONES	iɑu55	au44	au55	au55	au24	3	930,1801,3597
VOWELS + FINALS + TONES	iɑu55	a44	a55	au55	au24	1	4822
VOWELS + FINALS + TONES	an35	aŋ53	am24	am21	am11	0	
VOWELS + FINALS + TONES	an35	aŋ53	an24	an21	an11	0	
VOWELS + FINALS + TONES	an35	ɑŋ242	an33	ɔn22	on55	0	
VOWELS + FINALS + TONES	an35	uaŋ53	uan24	an21	an11	0	
VOWELS + FINALS + TONES	an35	yoŋ53	ian24	in21	ien11	3	1996,2004,5730
VOWELS + FINALS + TONES	u214	øy212	u31	y35	u31	0	
VOWELS + FINALS + TONES	u214	ouʔ23	ɔk̚3ʔ	uk55	uk̚2	0	
VOWELS + FINALS + TONES	u214	ouʔ23	ɔ̚3ʔ	u55	u̚2	19	28,2722,3276,3310,3316,3319,3592,3617,3789,3793,3798,4035,4039,4107,4116,6037,6039,6053,6055
VOWELS + FINALS + TONES	u214	ouʔ23	ɔ̚3ʔ	ɐu33	u̚2	4	2763,4322,4392,6674
VOWELS + FINALS + TONES	u214	u32	u55	u35	u31	9	1304,2128,2129,3980,4937,6347,6379,6386,6437
VOWELS + FINALS + TONES	u214	u32	ɔ51	ou35	u31	29	1785,1786,2510,3361,3362,3716,4136,4172,4332,4363,4589,4984,4985,6100,6120,6197,6274,6314,6342,6381,6412,6423,6518,6767,6986,7036,7070,7144,7163
VOWELS + FINALS + TONES	u214	u32	ɔ51	ɐu13	eu31	14	2424,2824,3104,3487,4316,4352,4369,4373,4391,4414,5078,5409,6816,6837
VOWELS + FINALS + TONES	u214	u32	ɔ51	au13	eu31	6	2027,2740,3162,4336,6717,6855
VOWELS + FINALS + TONES	u214	u32	ɔ51	u35	u31	13	527,1840,1991,2192,2459,2556,3133,4178,4362,4587,4671,6698,7142
VOWELS + FINALS + TONES	u214	u32	ɔ51	ɔ35	u31	14	486,1140,1471,1892,1963,2126,2323,2327,2331,2348,4575,7259,7260,7264
VOWELS + FINALS + TONES	u214	u32	ɔ51	ou13	u24	1	7122
VOWELS + FINALS + TONES	u214	u32	u51	u35	u31	6	6166,6233,6242,6261,6280,6344
VOWELS + FINALS + TONES	u214	u32	u51	ou13	u24	6	5312,6338,6434,6985,7042,7258
VOWELS + FINALS + TONES	u214	u32	u51	ou13	u31	7	592,1301,3518,4548,5110,5454,6937
VOWELS + FINALS + TONES	u214	u32	u51	u22	u31	2	3573,7054
VOWELS + FINALS + TONES	u214	u32	ɔ55	ou35	u24	0	
VOWELS + FINALS + TONES	u214	uʔ5	ɔk̚3ʔ	uk55	uk̚2	0	
VOWELS + FINALS + TONES	u214	y32	ɔ51	u35	i31	0	
VOWELS + FINALS + TONES	u214	y32	u51	y35	u31	2	4176,6126
VOWELS + FINALS + TONES	u214	y32	u31	y33	u31	0	
VOWELS + FINALS + TONES	u214	y32	u31	y35	u31	16	302,410,455,590,1966,2350,2470,2604,2652,2813,3333,3364,4208,4802,5508,6424
VOWELS + FINALS + TONES	u214	uo32	ɔ51	ou35	u31	1	6440
VOWELS + FINALS + TONES	u214	uo32	ɔ51	u35	u31	0	
VOWELS + FINALS + TONES	u214	uo32	u51	y35	u31	0	
VOWELS + FINALS + TONES	in35	iŋ53	im24	ɐm22	im24	1	6099
VOWELS + FINALS + TONES	in35	iŋ53	im24	ɐm21	im11	16	2138,2276,2278,2638,2639,2713,3527,4537,4558,4592,4848,5044,5379,5380,6034,7014
VOWELS + FINALS + TONES	in35	iŋ53	in24	eon21	in11	1	3587
VOWELS + FINALS + TONES	in35	iŋ53	in24	ɐn21	in11	14	976,2512,3603,4936,5359,5768,5796,5890,5973,5985,6106,6226,6548,6650
VOWELS + FINALS + TONES	in35	yŋ53	in24	ɐn21	iun11	1	6958
VOWELS + FINALS + TONES	uo51	ouʔ5	ɔk̚5ʔ	ɔk22	ok̚5	6	1805,4186,4199,4266,5182,6137
VOWELS + FINALS + TONES	uo51	ouʔ5	ɔk̚5ʔ	ɔk22	ok̚2	0	
VOWELS + FINALS + TONES	uo51	ouʔ5	ɔk̚5ʔ	ɔk33	ok̚5	3	4454,4455,6917
VOWELS + FINALS + TONES	uo51	uɑʔ23	uat̚3ʔ	ut33	uat̚2	1	4534
VOWELS + FINALS + TONES	uo51	oʔ5	ak̚3ʔ	ɔk22	au55	0	
VOWELS + FINALS + TONES	uo51	uɔʔ23	ak̚3ʔ	uk55	ok̚2	4	2325,2329,2333,4816
VOWELS + FINALS + TONES	uo51	uɔ212	əʔ3ʔ	ɔ55	o55	2	306,910
VOWELS + FINALS + TONES	uo51	uoʔ5	ik̚5ʔ	ɛk22	ak̚5	5	4264,4393,6223,7136,7139
VOWELS + FINALS + TONES	uan35	uoŋ53	uan24	yn21	an11	0	
VOWELS + FINALS + TONES	uan35	uoŋ53	uan24	yn35	ien11	0	
VOWELS + FINALS + TONES	uo55	aŋ44	uan55	ɔ55	an24	0	
VOWELS + FINALS + TONES	uo55	ɔuʔ23	uat̚3ʔ	yt33	ot̚2	0	
VOWELS + FINALS + TONES	uo55	o44	uan55	ɔ33	an24	0	
VOWELS + FINALS + TONES	uo55	o44	ə55	ɔ55	o24	11	2142,2148,2154,2919,3452,3733,3906,5503,5673,5676,7069
VOWELS + FINALS + TONES	əŋ51	ɛiŋ212	iŋ31	iŋ55	ɨn55	2	5092,7196
VOWELS + FINALS + TONES	əŋ51	ɛiŋ212	iŋ31	iŋ33	ɨn55	2	3607,5873
VOWELS + FINALS + TONES	əŋ51	iŋ44	iŋ55	iŋ55	ɨn24	0	
VOWELS + FINALS + TONES	əŋ51	ouʔ23	ɔk̚3ʔ	uk55	uk̚2	0	
VOWELS + FINALS + TONES	əŋ55	uŋ44	ɔŋ55	uŋ55	uŋ24	8	515,2137,3927,3991,3997,4003,6010,6287
VOWELS + FINALS + TONES	əŋ55	eiŋ44	iŋ55	ɐŋ55	aŋ24	0	
VOWELS + FINALS + TONES	əŋ55	uŋ53	ɔŋ24	uŋ21	aŋ24	0	
VOWELS + FINALS + TONES	əŋ55	iŋ44	iŋ55	ɐŋ55	en24	1	2720
VOWELS + FINALS + TONES	əŋ55	iŋ44	iŋ55	iŋ55	ɨn24	14	290,2574,2580,2586,3060,3068,3208,3424,3528,3781,4903,4909,4915,6999
VOWELS + FINALS + TONES	əŋ55	ɛiŋ44	iŋ55	ɐŋ55	en24	3	4254,5089,5424
VOWELS + FINALS + TONES	əŋ55	ɛiŋ44	iŋ55	ɐŋ55	aŋ24	2	6327,7093
VOWELS + FINALS + TONES	ai55	ɑi212	ai31	ɐk55	ai55	0	
VOWELS + FINALS + TONES	ai55	ai44	ai55	ɔi55	oi24	4	3604,3724,4128,5984
VOWELS + FINALS + TONES	ai55	ai44	ai55	ɔi55	ai24	39	258,264,270,633,635,640,642,647,649,1002,1088,1098,1108,1111,1137,1138,1143,1144,1149,1150,1708,1720,1731,1738,1745,2094,4693,4798,5323,5328,5333,5338,5343,5348,5353,5358,6558,6775,6787
VOWELS + FINALS + TONES	iŋ214	iŋ32	iŋ51	iŋ35	in31	1	4409
VOWELS + FINALS + TONES	uei214	uoi32	ui51	eoi35	ui31	14	1133,1139,1145,1470,1476,1638,1852,1858,1864,3247,4113,6957,6965,6973
VOWELS + FINALS + TONES	uei214	uoi32	ui51	ɐi35	i31	1	149
VOWELS + FINALS + TONES	uei214	uoi32	ui51	ɐi35	ui31	0	
VOWELS + FINALS + TONES	uei214	uoi32	ue51	ei13	i24	3	2612,2615,4648
VOWELS + FINALS + TONES	uo35	uɔʔ23	ɔ̚3ʔ	ɔk33	uet̚2	30	1235,1717,1793,1794,2392,3061,3077,3664,4148,4568,4964,5020,5183,5185,5680,5690,5701,5710,5720,5818,5838,5965,6022,6221,6356,6409,6417,6449,7032,7280
VOWELS + FINALS + TONES	uo35	au44	au55	au55	au24	0	
VOWELS + FINALS + TONES	uo35	oʔ5	ɔk̚5ʔ	ɔk22	ok̚5	0	
VOWELS + FINALS + TONES	uo35	ɑuʔ23	ɔk̚3ʔ	ɔk33	ok̚2	0	
VOWELS + FINALS + TONES	uo35	ouʔ5	ɔk̚5ʔ	ɔk22	u55	0	
VOWELS + FINALS + TONES	ua51	uɑ242	ue33	a22	a55	0	
VOWELS + FINALS + TONES	ai214	ɑi212	ai31	ɔi35	ai31	4	4997,5023,5085,5143
VOWELS + FINALS + TONES	ai214	ai32	ai31	ɔi35	ai31	1	3571
VOWELS + FINALS + TONES	ai214	ai32	ai51	ɔi35	oi31	2	6385,7201
VOWELS + FINALS + TONES	ai214	ai32	ai51	ɔi35	ai31	0	
VOWELS + FINALS + TONES	ai214	ai32	ãi51	ɔi35	ai31	1	6145
VOWELS + FINALS + TONES	ai214	eiʔ5	at̚5ʔ	it22	iet̚2	0	
VOWELS + FINALS + TONES	ai214	ɑi242	ai33	ɐi22	ai55	0	
VOWELS + FINALS + TONES	iɛn214	aŋ32	an51	an35	ien31	1	7143
VOWELS + FINALS + TONES	iɛn214	iɛŋ212	iam51	im35	iam31	0	
VOWELS + FINALS + TONES	iɛn214	iɛŋ212	ian55	in33	ien55	0	
VOWELS + FINALS + TONES	iɛn214	ieŋ32	ian51	in35	ien31	2	6578,6612
VOWELS + FINALS + TONES	y214	y32	i51	eoi35	i31	2	6088,6701
VOWELS + FINALS + TONES	y214	y32	i51	ei13	i24	1	5432
VOWELS + FINALS + TONES	y214	y32	ɔ51	eoi35	i31	0	
VOWELS + FINALS + TONES	y214	y32	ɔ51	u35	i31	1	5311
VOWELS + FINALS + TONES	y214	y32	u51	eoi35	i31	0	
VOWELS + FINALS + TONES	y214	y32	u51	y13	i31	14	71,75,384,484,1924,2195,2347,2460,2565,3207,4464,5655,5661,6697
VOWELS + FINALS + TONES	y214	y32	u51	y13	i24	5	2541,5068,5995,7053,7124
VOWELS + FINALS + TONES	y214	y32	ɔ33	y13	i11	0	
VOWELS + FINALS + TONES	y214	u32	u51	u35	u31	0	
VOWELS + FINALS + TONES	yn51	uŋ32	un31	ɐn35	ut̚2	0	
VOWELS + FINALS + TONES	yn51	ɛiŋ212	in31	eon33	in55	0	
VOWELS + FINALS + TONES	ɤ214	ou212	ɔ̃31	ɔk33	ok̚2	1	3680
VOWELS + FINALS + TONES	ɤ214	ɔuʔ23	ɔ̃31	ɔk33	ok̚2	1	6683
VOWELS + FINALS + TONES	u35	øyʔ23	ɔk̚3ʔ	y33	iuk̚2	0	
VOWELS + FINALS + TONES	u35	øyʔ23	ɔk̚3ʔ	uk55	iuk̚2	1	4321
VOWELS + FINALS + TONES	u35	ouʔ23	ɔk̚5ʔ	uk22	uk̚5	0	
VOWELS + FINALS + TONES	u35	ouʔ23	ɔk̚3ʔ	uk55	uk̚2	23	2781,3574,4218,4250,4261,4273,4281,4345,4385,4420,4486,4624,4988,5018,5146,5462,5466,5531,6583,6712,6741,7029,7281
VOWELS + FINALS + TONES	u35	u53	ɔ51	ou35	u31	0	
VOWELS + FINALS + TONES	u35	u53	ɔ24	ou21	u11	6	2718,3622,3666,4652,5082,6321
VOWELS + FINALS + TONES	u35	u53	ɔ24	u21	u11	3	2611,2616,4941
VOWELS + FINALS + TONES	u35	uʔ5	ɔk̚5ʔ	uk22	uk̚5	20	158,1066,1701,2366,2829,3057,3065,3075,3076,3112,3123,3321,4068,4976,5282,5310,5347,5748,5805,6992
VOWELS + FINALS + TONES	u35	uʔ5	ɔk̚5ʔ	uk22	uk̚2	2	3575,5490
VOWELS + FINALS + TONES	u35	uo53	ɔ24	ou21	u11	0	
VOWELS + FINALS + TONES	u35	ou242	ɔ33	ou22	u55	1	4375
VOWELS + FINALS + TONES	uo214	o32	ə51	ɔ35	o31	2	1012,1952
VOWELS + FINALS + TONES	uo214	o32	ə31	ɔ33	o31	0	
VOWELS + FINALS + TONES	uo214	u32	ɔ51	ɔ35	o31	9	1787,1930,2603,2842,3193,6115,6441,7166,7262
VOWELS + FINALS + TONES	uo214	uo32	ə51	ɔ35	o31	0	
VOWELS + FINALS + TONES	ɤ51	ia32	a31	ɛ33	a55	0	
VOWELS + FINALS + TONES	ɤ51	ɑiʔ23	ik̚3ʔ	ɐt55	it̚2	2	1847,2014
VOWELS + FINALS + TONES	ɤ51	ɑiʔ23	ik̚3ʔ	ɐk55	iet̚2	6	2591,3554,3767,5803,6073,6098
VOWELS + FINALS + TONES	ɤ51	ɑiʔ23	ik̚3ʔ	ɐk55	et̚2	4	260,708,3955,5821
VOWELS + FINALS + TONES	ɤ51	ɑiʔ23	ik̚3ʔ	ik55	et̚2	1	6236
VOWELS + FINALS + TONES	ɤ51	ouʔ5	ɔk̚5ʔ	ɔk33	ok̚5	16	1526,1806,1814,1822,1848,1857,2015,2021,2146,2937,3580,4001,4595,4818,5951,6341
VOWELS + FINALS + TONES	ɤ51	ɔ242	ə33	ɔ33	o55	0	
VOWELS + FINALS + TONES	ɤ51	iŋ53	im24	ɐm21	im11	0	
VOWELS + FINALS + TONES	ɤ51	o53	ə24	ɔ21	o11	0	
VOWELS + FINALS + TONES	ɤ51	ieʔ5	ap̚5ʔ	ip33	ap̚5	1	852
VOWELS + FINALS + TONES	ɤ51	iɛʔ23	iap̚3ʔ	ip33	iap̚2	0	
VOWELS + FINALS + TONES	ɤ51	iɛʔ23	at̚3ʔ	it33	at̚2	4	3024,3030,3036,4579
VOWELS + FINALS + TONES	ɤ51	iɛʔ23	iat̚3ʔ	it33	at̚5	0	
VOWELS + FINALS + TONES	ɤ51	ɛiʔ5	ik̚5ʔ	ɐk22	it̚5	2	3351,3552
VOWELS + FINALS + TONES	iou55	ieu44	u55	ɐu55	iu24	2	948,3986
VOWELS + FINALS + TONES	iou55	ieu44	iu55	eoi35	iu24	10	1827,2589,3053,3658,3702,5689,5697,6403,6867,7231
VOWELS + FINALS + TONES	iou55	ieu44	iu55	ɐu55	iu24	18	628,853,1018,1084,1094,1104,1181,1825,1863,3656,4161,4165,4169,4726,4820,5695,5974,7234
VOWELS + FINALS + TONES	iou55	iɛu212	iu31	ɐu33	iu55	1	5815
VOWELS + FINALS + TONES	iou55	ieu53	iu55	ɐu21	iu24	1	850
VOWELS + FINALS + TONES	iou55	ieu32	iu31	ɐu35	iu31	0	
VOWELS + FINALS + TONES	ɤ55	uo44	ə55	ɔ55	o24	0	
VOWELS + FINALS + TONES	ɤ55	o44	ə55	ɔ55	o24	0	
VOWELS + FINALS + TONES	iou51	øyʔ5	iɔk̚5ʔ	uk22	iuk̚5	0	
VOWELS + FINALS + TONES	iou51	iŋ44	im55	ɐm55	im24	0	
VOWELS + FINALS + TONES	iou51	iɛu242	iu33	ɐu22	iu55	8	1011,2086,3198,4371,4685,4952,5076,6147
VOWELS + FINALS + TONES	iou51	iɛu242	u31	ɐu22	iu55	1	5400
VOWELS + FINALS + TONES	iou51	iɛu212	u31	ɐu33	iu55	1	5401
VOWELS + FINALS + TONES	iou35	au53	au24	ɐu21	iu11	7	5559,5569,5579,5589,5599,5972,6760
VOWELS + FINALS + TONES	iou35	ieŋ53	ian24	in21	ien11	0	
VOWELS + FINALS + TONES	iou35	ieu53	iu24	ɐu22	iu11	6	627,1017,1960,3307,6364,6429
VOWELS + FINALS + TONES	iou35	ieu53	iu24	ɐu21	u11	0	
VOWELS + FINALS + TONES	iou35	ieu53	iu24	ɐu21	iu11	24	497,682,686,690,873,1086,1096,1106,3141,3721,3729,3732,3739,4112,4233,4478,4620,4834,5300,6028,6365,6662,7011,7229
VOWELS + FINALS + TONES	iou35	ieu53	u24	ɐu21	iu11	5	4083,4796,6610,6862,6996
VOWELS + FINALS + TONES	ɑu35	o53	ə33	ou22	o55	0	
VOWELS + FINALS + TONES	ɑu35	o53	au24	ou21	au11	0	
VOWELS + FINALS + TONES	ɑu35	o53	ə24	ou22	o11	7	935,1799,3216,3221,3646,4012,5696
VOWELS + FINALS + TONES	ɑu35	o53	ə24	ou21	o11	3	1337,5584,6995
VOWELS + FINALS + TONES	ɑu35	o53	ɔ24	au21	o24	2	4339,6267
VOWELS + FINALS + TONES	ɑu35	au53	au24	au21	au11	4	164,168,2158,2256
VOWELS + FINALS + TONES	ɑu35	ieu53	iau24	iu21	eu11	4	1038,2303,4657,4665
VOWELS + FINALS + TONES	yɛ35	ieʔ5	iat̚5ʔ	yt22	iet̚5	4	2107,2119,2131,5061
VOWELS + FINALS + TONES	yɛ35	u32	ɔ55	ou35	u24	0	
VOWELS + FINALS + TONES	yɛn51	uɔŋ212	uan31	yn33	ien55	2	4008,5162
VOWELS + FINALS + TONES	yɛn51	uɔŋ212	ŋ51	yn33	ien31	0	
VOWELS + FINALS + TONES	i55	ɛ44	e55	ɐi55	i24	6	918,2218,2222,3054,5164,6326
VOWELS + FINALS + TONES	i55	i32	aʔ3ʔ	i13	i31	0	
VOWELS + FINALS + TONES	i55	i44	i55	i55	i24	5	2833,3728,5580,5583,7025
VOWELS + FINALS + TONES	i55	i44	i55	ei55	i24	3	2215,2374,2837
VOWELS + FINALS + TONES	i55	i44	i55	ei21	i11	10	952,1110,2053,2238,2242,2955,3306,4508,4781,6912
VOWELS + FINALS + TONES	i55	ɛiʔ23	it̚3ʔ	ɐt55	it̚2	0	
VOWELS + FINALS + TONES	i55	ɛiʔ23	at̚3ʔ	ɐt55	it̚2	3	1844,2011,5059
VOWELS + FINALS + TONES	i55	ɛiʔ23	ik̚3ʔ	ik55	it̚2	2	6824,7157
VOWELS + FINALS + TONES	i55	ɛiʔ23	ip̚3ʔ	ɐp55	im55	0	
VOWELS + FINALS + TONES	i55	i53	e24	ɐi21	i11	0	
VOWELS + FINALS + TONES	yɛn55	yoŋ44	ian55	yn55	ien24	8	804,3136,3263,3273,3758,3822,4124,5140
VOWELS + FINALS + TONES	yɛn55	ouŋ44	uan55	yn55	ien24	2	6169,6387
VOWELS + FINALS + TONES	uan55	uaŋ44	uan55	an55	uan24	2	955,957
VOWELS + FINALS + TONES	uan55	uoŋ44	uan55	yn55	on24	1	7057
VOWELS + FINALS + TONES	uan51	uɑŋ242	an33	an22	an55	0	
VOWELS + FINALS + TONES	uan51	uɑŋ242	uan33	an22	am55	0	
VOWELS + FINALS + TONES	iɑŋ35	uoŋ53	iu24	œŋ21	ioŋ11	15	1056,1627,1631,1635,2363,2367,3856,3910,3916,3930,4378,4483,4847,4851,5033
VOWELS + FINALS + TONES	iɑŋ35	uoŋ53	iɔŋ24	œŋ21	ioŋ11	9	779,783,2246,2252,3608,4707,4853,5683,6062
VOWELS + FINALS + TONES	iɑŋ35	uoŋ53	ũ24	œŋ21	ioŋ11	1	2700
VOWELS + FINALS + TONES	iɑŋ35	uoŋ53	ɔŋ24	œŋ21	ioŋ11	4	3392,5031,6498,7208
VOWELS + FINALS + TONES	iɑŋ35	uoŋ53	iaŋ24	œŋ21	ioŋ11	2	3324,4383
VOWELS + FINALS + TONES	iɑŋ35	yoŋ53	iɔŋ24	œŋ21	ioŋ11	9	1313,1503,2441,3250,3563,4090,5053,5557,7002
VOWELS + FINALS + TONES	iɑŋ35	yoŋ53	iũ24	œŋ21	ioŋ11	20	1125,2018,2171,2236,2240,2428,2446,2500,2957,3081,3407,4252,4358,5025,5247,5592,5597,5669,6731,7040
VOWELS + FINALS + TONES	y35	y32	ɔ33	y13	i11	0	
VOWELS + FINALS + TONES	y35	y53	u24	y21	u55	0	
VOWELS + FINALS + TONES	y35	y53	u24	y21	i11	2	5860,5862
VOWELS + FINALS + TONES	y35	y53	u24	y22	i11	0	
VOWELS + FINALS + TONES	y35	y53	iu24	y21	i11	0	
VOWELS + FINALS + TONES	y35	y53	i24	y21	ɨ24ŋ̍11	0	
VOWELS + FINALS + TONES	y35	y53	i24	y21	o24ŋ̍11	0	
VOWELS + FINALS + TONES	y35	y53	i24	y21	a24ŋ̍11	1	2938
VOWELS + FINALS + TONES	y35	y53	i24	y21	ɨt̚5ŋ̍11	1	2220
VOWELS + FINALS + TONES	y35	y53	i24	y21	ien24ŋ̍11	0	
VOWELS + FINALS + TONES	y35	y53	i24	y21	iu24ŋ̍11	0	
VOWELS + FINALS + TONES	y35	y53	i24	y21	ŋ̍11	0	
VOWELS + FINALS + TONES	y35	y53	ɔ33	y13	i11	5	2513,4100,4674,6080,6121
VOWELS + FINALS + TONES	y35	yʔ5	iɔ̚5ʔ	u22	iuk̚5	1	4777
VOWELS + FINALS + TONES	ai35	aʔ5	eʔ5ʔ	ak22	ak̚5	0	
VOWELS + FINALS + TONES	ai35	ai44	ai24	ɔi21	oi11	1	5275
VOWELS + FINALS + TONES	ai35	ai53	ai24	ɔi21	oi11	0	
VOWELS + FINALS + TONES	ai35	ai53	ai24	ɐi21	oi11	16	437,494,961,1114,1465,2736,2742,2815,2909,3936,3942,4055,4066,4512,5280,6451
VOWELS + FINALS + TONES	ən51	ɛiŋ242	im33	ɐm21	im55	1	5155
VOWELS + FINALS + TONES	ən55	uŋ44	un55	ɐn55	un24	1	5522
VOWELS + FINALS + TONES	ən55	iŋ44	iŋ55	iŋ55	ɨn24	0	
VOWELS + FINALS + TONES	ən55	iŋ44	in55	ɐn55	ɨn24	10	1136,2112,2124,2136,3686,3923,5013,6165,6255,6784
VOWELS + FINALS + TONES	ən55	uoŋ44	un55	ɐn55	un24	3	782,1224,3828
VOWELS + FINALS + TONES	ei51	ɛi242	i33	ei22	i55	10	441,445,985,1737,3764,3782,3827,4287,5144,5883
VOWELS + FINALS + TONES	ei51	uɔi242	ue33	ui33	i55	2	2177,6490
VOWELS + FINALS + TONES	ei51	ai242	ue31	ui33	i55	0	
VOWELS + FINALS + TONES	ei51	iɛ212	i31	ui33	i55	0	
VOWELS + FINALS + TONES	ei51	uɔi212	ue33	ui22	oi55	1	5030
VOWELS + FINALS + TONES	ei51	uɔi212	e31	ui33	i55	0	
VOWELS + FINALS + TONES	ei55	i44	ui55	ei55	i24	0	
VOWELS + FINALS + TONES	ei55	i44	i55	ei55	i24	7	2435,2529,2647,2838,2898,3535,4226
VOWELS + FINALS + TONES	ei55	ɑiʔ23	ik̚3ʔ	ɐk55	et̚2	0	
VOWELS + FINALS + TONES	ei55	ai242	ue33	ui33	i55	3	5459,6487,7099
VOWELS + FINALS + TONES	iɛ35	ia32	ia51	ɛ13	ia24	0	
VOWELS + FINALS + TONES	iɛ35	ieʔ5	iat̚5ʔ	it22	iet̚5	0	
VOWELS + FINALS + TONES	iɛ35	ieŋ53	ian24	i21	ien11	19	2559,3436,4328,4351,4431,4437,4481,4485,4489,4493,5313,5317,5465,5469,5485,5489,6401,6667,6877
VOWELS + FINALS + TONES	iɛ35	eiʔ5	at̚5ʔ	it22	iet̚2	0	
VOWELS + FINALS + TONES	iɛ35	ia53	a24	ɛ21	ia11	3	660,666,6928
VOWELS + FINALS + TONES	iɑŋ214	yo32	iɔŋ51	œŋ13	io31	0	
VOWELS + FINALS + TONES	iɑŋ214	yoŋ32	iaŋ51	œŋ35	ioŋ31	5	4341,6609,6736,7177,7268
VOWELS + FINALS + TONES	i51	ɑ212	e31	ɐi33	i55	11	4990,5017,5179,5792,5794,6108,6130,6138,6545,6666,7065
VOWELS + FINALS + TONES	i51	ɛiŋ53	iŋ33	aŋ21	en11	0	
VOWELS + FINALS + TONES	i51	ɛiʔ23	iaʔ5ʔ	ik55	it̚2	1	5537
VOWELS + FINALS + TONES	i51	ɛiʔ23	it̚3ʔ	ɐt55	it̚2	2	4087,4913
VOWELS + FINALS + TONES	i51	ɛiʔ23	ik̚3ʔ	ik55	it̚2	3	6243,6301,7273
VOWELS + FINALS + TONES	i51	ɛiʔ23	ip̚3ʔ	ɐp55	ip̚2	0	
VOWELS + FINALS + TONES	i51	iɑ242	a33	ik22	a55	0	
VOWELS + FINALS + TONES	i51	i32	i51	ei33	i55	2	5543,6143
VOWELS + FINALS + TONES	i51	i32	aʔ3ʔ	i13	i31	1	5740
VOWELS + FINALS + TONES	i51	ɛi212	i31	i33	i55	0	
VOWELS + FINALS + TONES	i51	ɛi212	i31	ei33	i55	1	1739
VOWELS + FINALS + TONES	i51	ɛi212	ik̚3ʔ	ik55	i55	3	4286,4974,5532
VOWELS + FINALS + TONES	i51	iɛ212	ui31	ɐi33	ui55	3	5207,5208,5215
VOWELS + FINALS + TONES	i51	ɑ242	e33	ai33	i55	3	1060,4764,5713
VOWELS + FINALS + TONES	i51	ɛ32	e31	ɐi35	i55	0	
VOWELS + FINALS + TONES	i51	ɛ32	e31	ɐi33	i55	2	5132,6823
VOWELS + FINALS + TONES	i51	ɛi242	i33	ik22	it̚5	1	6299
VOWELS + FINALS + TONES	i51	ɛi242	i33	i22	i55	1	3353
VOWELS + FINALS + TONES	i51	ɛi242	i33	ei22	i55	9	1315,1316,1317,1324,1325,1326,1327,6045,6497
VOWELS + FINALS + TONES	i51	iʔ5	ik̚5ʔ	ik22	iak̚5	0	
VOWELS + FINALS + TONES	i51	iʔ5	ik̚5ʔ	ɐt22	it̚5	2	3660,4580
VOWELS + FINALS + TONES	i51	iʔ5	ik̚5ʔ	ik55	it̚5	0	
VOWELS + FINALS + TONES	i51	iʔ5	i33	ik22	it̚5	1	5773
VOWELS + FINALS + TONES	i51	iʔ5	ik̚3ʔ	ik55	it̚2	5	5774,5775,5793,5795,7271
VOWELS + FINALS + TONES	iŋ35	iŋ53	iŋ24	iŋ22	e11	12	3380,3496,4810,5321,5374,5496,5780,6161,6377,6533,6832,7286
VOWELS + FINALS + TONES	iŋ35	iŋ53	iŋ24	iŋ21	in11	23	504,600,888,1360,1532,1983,2619,2627,2635,2771,3047,3174,3177,3536,3618,3779,4245,5242,5845,5879,5948,6703,7087
VOWELS + FINALS + TONES	iŋ35	iŋ53	iŋ24	iŋ13	en11	1	4164
VOWELS + FINALS + TONES	iŋ35	ɛiŋ53	iŋ24	ɐŋ21	en11	0	
VOWELS + FINALS + TONES	iŋ35	ɛiŋ53	iŋ33	aŋ21	en11	5	1311,1433,1695,2117,3252
VOWELS + FINALS + TONES	iŋ35	ɛiŋ53	iŋ33	aŋ21	aŋ11	36	450,496,653,808,812,865,980,1009,1384,2116,2169,2431,2545,2626,3606,3914,3932,3934,4054,4088,4150,4793,4869,4877,4930,5012,5039,5098,5558,5837,5866,5936,6209,6420,6600,6796
VOWELS + FINALS + TONES	iŋ35	ɛiŋ242	iŋ33	iŋ55	iaŋ55	0	
VOWELS + FINALS + TONES	iŋ35	ɛiŋ242	iŋ24	iŋ22	e11	1	6460
VOWELS + FINALS + TONES	an214	ɛiŋ32	an51	an35	an31	0	
VOWELS + FINALS + TONES	an214	aŋ32	am51	am35	am31	1	5953
VOWELS + FINALS + TONES	uŋ35	yŋ53	iɔŋ24	uŋ21	iuŋ11	2	5471,6682
VOWELS + FINALS + TONES	uŋ35	yŋ53	iŋ24	uŋ21	uŋ11	1	7238
VOWELS + FINALS + TONES	uŋ35	uŋ53	ɔŋ24	ɐŋ21	en11	0	
