Type	Mandarin	Fuzhou	Hokkien	Cantonese	Hakka	Amount	Line numbers
VOWELS + FINALS + TONES	ʅ55	i44	i55	i55	ɨ24	264	8,14,16,18,20,56,58,60,62,64,66,104,106,108,110,112,114,161,163,165,167,169,171,174,178,209,211,213,215,280,282,309,311,359,365,390,392,457,540,542,544,546,634,641,648,689,832,833,835,838,839,841,844,845,847,866,875,991,1006,1032,1034,1262,1270,1278,1366,1367,1372,1373,1374,1375,1376,1377,1575,1576,1579,1580,1677,1678,1711,1712,1723,1724,1955,1956,1961,1962,2029,2054,2069,2071,2077,2079,2085,2087,2172,2176,2245,2247,2253,2412,2414,2730,2943,2945,3021,3023,3025,3027,3029,3031,3033,3035,3037,3293,3299,3388,3434,3560,3564,3566,3599,3773,3775,3777,3837,3839,3841,3843,3845,3847,3885,3887,3889,3891,3893,3895,3988,3990,4047,4211,4217,4308,4310,4312,4314,4457,4458,4459,4460,4461,4462,4480,4482,4488,4490,4492,4494,4656,4658,4659,4661,4676,4678,4688,4690,4692,4731,4737,4743,4769,4771,4792,4794,4804,4806,4825,4826,4863,4864,4866,4871,4872,4874,4879,4880,4882,4884,4886,4888,4890,4892,4894,4896,4898,5112,5114,5120,5122,5187,5191,5193,5195,5197,5276,5277,5278,5351,5352,5378,5382,5529,5530,5566,5587,5588,5865,5867,5942,5944,6251,6253,6259,6260,6268,6269,6270,6271,6273,6291,6294,6316,6334,6336,6469,6471,6473,6475,6574,6576,6585,6587,6589,6591,6593,6596,6598,6601,6603,6608,6611,6615,6618,6620,6622,6633,6738,6751,6752,6759,6777,6785,6872,6884,6886
VOWELS + FINALS + TONES	ʅ55	ie44	i55	i55	ɨ24	3	923,1232,5419
VOWELS + FINALS + TONES	ʅ51	ieʔ5	ia̚5ʔ	i22	ɨt̚2	2	4614,5538
VOWELS + FINALS + TONES	ʅ51	ɛiʔ23	ik̚3ʔ	ɐt55	ɨt̚2	15	788,1225,1443,1851,1982,2334,2506,2542,2553,3714,4432,5062,5404,5913,6852
VOWELS + FINALS + TONES	ʅ51	ɛiʔ23	ik̚3ʔ	ik55	ɨt̚2	2	5005,7274
VOWELS + FINALS + TONES	ʅ51	ɛi212	i31	i33	ɨ55	8	2772,2911,3107,3131,4024,4072,4591,7100
VOWELS + FINALS + TONES	ʅ51	øy242	u33	i22	ɨ55	30	277,281,1422,3284,3465,3470,3621,3703,4119,4356,4745,4751,4757,4763,4959,4963,4967,5178,5355,5492,5493,5545,6411,6563,6789,6814,6880,6997,7127,7255
VOWELS + FINALS + TONES	ʅ51	øy242	u33	i22	ɨ31	0	
VOWELS + FINALS + TONES	ʅ51	ɛi242	i33	i22	ɨ55	5	2170,2174,3627,4046,6146
VOWELS + FINALS + TONES	ʅ51	iʔ5	it̚5ʔ	ɐt22	it̚2	7	1048,1228,1849,1975,1980,2891,4527
VOWELS + FINALS + TONES	ʅ51	y44	i33	i22	ɨ55	0	
VOWELS + FINALS + TONES	ou51	ɑu212	au31	ɐu33	eu55	3	4588,5109,6700
VOWELS + FINALS + TONES	ou51	ɑu212	au31	ɐu33	u55	0	
VOWELS + FINALS + TONES	ou51	ɑu212	ɔ31	ɐu33	ieu55	0	
VOWELS + FINALS + TONES	ou51	au32	au51	ɐu33	ieu31	0	
VOWELS + FINALS + TONES	ou51	ɑu242	au33	ɐu22	eu55	2	4617,5423
VOWELS + FINALS + TONES	ou51	iɛu242	u33	ɐu22	u55	8	2788,2971,3970,3983,6405,6725,6737,7173
VOWELS + FINALS + TONES	ou51	uɔ212	u31	ɐu55	i55	0	
VOWELS + FINALS + TONES	ou51	ieu53	u33	ɐu22	u55	0	
VOWELS + FINALS + TONES	ɑŋ55	ɑ212	e31	ɐi35	i55	0	
VOWELS + FINALS + TONES	ɑŋ55	ouŋ44	ɔŋ55	ɔŋ55	oŋ24	26	796,1269,1691,1939,2017,2065,2114,2375,2381,2387,2393,2432,2439,2442,2956,3323,4145,4549,5241,5542,5572,5591,5653,5667,6025,7074
VOWELS + FINALS + TONES	ɑŋ55	ouŋ44	ŋ55	ɔŋ55	oŋ24	8	1816,1824,5550,5679,6604,6636,6638,7179
VOWELS + FINALS + TONES	ɑŋ55	ouŋ44	ɔŋ31	ɔŋ55	oŋ55	2	5836,6521
VOWELS + FINALS + TONES	ɑŋ55	uŋ44	ŋ55	ɔŋ55	oŋ24	23	3489,4146,4359,4932,5006,5130,5181,5214,5249,5258,5681,5839,6281,6300,6372,6380,6431,6613,6639,6881,7082,7189,7210
VOWELS + FINALS + TONES	ɑŋ55	aŋ44	aŋ55	ɔŋ55	aŋ24	17	3502,4438,4682,4947,5166,5221,5232,6176,6179,6220,6529,6538,6586,6619,6876,7109,7115
VOWELS + FINALS + TONES	ɑŋ55	ɑuŋ212	ɔŋ31	ɔŋ55	oŋ55	0	
VOWELS + FINALS + TONES	ɑŋ55	uoŋ44	iũ55	œŋ55	oŋ24	2	5556,6303
VOWELS + FINALS + TONES	ɑŋ55	uoŋ44	ɔŋ55	œŋ55	oŋ24	14	5042,5055,5801,5809,5817,5825,5833,5841,5849,7041,7080,7186,7207,7214
VOWELS + FINALS + TONES	ɑŋ55	uoŋ44	ŋ55	ɔŋ55	oŋ24	6	2068,2857,2861,3080,4708,5889
VOWELS + FINALS + TONES	ɑŋ55	uoŋ44	ũ55	œŋ55	oŋ24	8	4082,4748,5127,5536,5634,5885,6308,6730
VOWELS + FINALS + TONES	əŋ35	ɛiŋ53	iŋ24	ɐŋ21	e11	1	6044
VOWELS + FINALS + TONES	əŋ35	ɛiŋ53	iŋ24	ɐŋ21	en11	5	2702,2786,3049,3876,7086
VOWELS + FINALS + TONES	əŋ35	ɛiŋ53	iŋ24	ɐŋ21	in11	1	7085
VOWELS + FINALS + TONES	əŋ35	uŋ53	ɔŋ24	uŋ21	uŋ55	2	1044,4680
VOWELS + FINALS + TONES	əŋ35	uŋ53	ɔŋ24	uŋ21	uŋ11	0	
VOWELS + FINALS + TONES	əŋ35	uŋ53	ɔŋ24	uŋ21	aŋ24	3	2539,2551,2563
VOWELS + FINALS + TONES	əŋ35	uŋ53	aŋ24	uŋ21	uŋ11	0	
VOWELS + FINALS + TONES	əŋ35	uɑʔ23	uat̚5ʔ	yt22	iet̚5	0	
VOWELS + FINALS + TONES	əŋ35	aŋ53	ẽ24	aŋ21	aŋ11	7	1648,2858,4141,5051,6278,6331,6903
VOWELS + FINALS + TONES	əŋ35	iaŋ53	iã24	iŋ21	aŋ11	0	
VOWELS + FINALS + TONES	əŋ35	iaŋ53	ã24	ɛŋ21	aŋ11	5	5781,6188,6350,6476,6477
VOWELS + FINALS + TONES	əŋ35	iaŋ53	ã24	iŋ21	aŋ11	15	3181,3484,3745,4809,5105,5322,5500,5949,6157,6189,6580,6658,6706,7146,7168
VOWELS + FINALS + TONES	əŋ35	iŋ53	ã24	ɛŋ21	aŋ11	0	
VOWELS + FINALS + TONES	əŋ35	ɛiŋ242	iŋ24	iŋ22	ɨn55	2	7088,7197
VOWELS + FINALS + TONES	in51	ɛiŋ212	in31	ɐn55	in55	6	1481,1986,3464,3682,3967,6748
VOWELS + FINALS + TONES	in51	ɛiŋ212	iŋ31	iŋ33	in31	0	
VOWELS + FINALS + TONES	y55	øy212	i31	eoi33	i31	0	
VOWELS + FINALS + TONES	y55	øyʔ23	iau55	uk55	iuk̚2	1	2044
VOWELS + FINALS + TONES	y55	ouʔ5	ɔk̚5ʔ	ɔk33	ok̚5	0	
VOWELS + FINALS + TONES	y55	ia32	ã51	eoi55	ia24	2	6324,6745
VOWELS + FINALS + TONES	in55	yŋ44	un55	in55	in24	2	3590,5994
VOWELS + FINALS + TONES	in55	yŋ44	in55	ɐn55	in24	0	
VOWELS + FINALS + TONES	in55	iŋ44	im55	ɐn55	im24	0	
VOWELS + FINALS + TONES	in55	iŋ44	im55	ɐm55	im24	43	382,396,400,468,480,482,488,490,517,1459,1461,1682,2064,2346,2642,3313,3314,3497,3501,3509,3792,3840,3888,3931,4234,4236,4560,4741,4842,4850,5048,5159,5216,5217,5628,5939,6012,6048,6289,6607,6998,7016,7020
VOWELS + FINALS + TONES	in55	iŋ44	in55	ɐn55	in24	23	131,206,472,1134,1477,1880,2557,2621,2629,2637,3022,3028,3034,3350,4058,4061,4137,4327,4550,4551,4697,4839,4948
VOWELS + FINALS + TONES	ua35	ua53	ua24	a22	a11	2	4451,4921
VOWELS + FINALS + TONES	ua35	ua53	ua24	a55	a11	10	320,1379,1391,2328,2668,2688,2817,2865,4439,4917
FINALS						2047	5,6,8,11,13,14,16,17,18,20,33,34,37,56,58,60,62,64,66,67,71,75,79,80,81,83,85,87,89,93,97,98,101,104,106,108,110,112,114,118,120,122,124,125,126,128,130,133,136,138,142,146,147,148,149,151,160,161,162,163,164,165,166,167,168,169,170,171,174,178,183,188,189,195,196,201,202,203,204,208,209,211,213,215,221,224,227,241,255,258,261,264,267,268,270,271,273,275,277,279,280,281,282,292,294,295,296,299,302,304,309,311,320,324,327,337,339,340,341,342,346,347,348,350,352,354,357,358,359,361,362,365,370,384,385,386,390,391,392,397,403,405,407,408,410,412,413,414,418,419,425,436,437,438,441,445,453,455,456,457,469,470,478,484,486,492,494,497,501,505,506,509,512,513,514,518,519,521,523,524,527,534,540,542,544,546,550,559,563,564,565,566,567,568,574,575,576,577,578,588,590,592,593,594,601,605,607,608,610,615,616,620,621,622,626,627,628,633,634,635,640,641,642,647,648,649,654,655,659,660,661,662,663,666,667,675,677,678,681,682,686,689,690,691,692,696,699,700,701,703,707,715,717,718,719,721,723,724,725,727,729,730,731,735,736,738,740,742,743,744,745,746,747,749,751,753,755,758,765,772,801,814,815,816,817,818,819,820,821,822,823,824,827,828,831,832,833,835,838,839,841,844,845,847,849,850,853,854,858,859,862,866,868,873,874,875,876,885,894,907,918,919,920,923,930,933,934,935,944,945,946,948,949,951,952,961,970,972,985,991,1001,1002,1005,1006,1007,1008,1011,1012,1016,1017,1018,1032,1034,1036,1038,1052,1060,1069,1070,1073,1074,1075,1077,1078,1079,1080,1084,1086,1088,1089,1090,1092,1094,1096,1098,1099,1104,1106,1108,1110,1111,1114,1116,1128,1129,1132,1133,1137,1138,1139,1140,1142,1143,1144,1145,1146,1148,1149,1150,1153,1159,1165,1172,1179,1181,1193,1194,1195,1219,1223,1229,1232,1237,1260,1261,1262,1264,1266,1270,1272,1274,1278,1280,1282,1286,1289,1290,1291,1293,1294,1295,1296,1297,1299,1300,1301,1303,1304,1305,1314,1315,1316,1317,1320,1324,1325,1326,1327,1332,1334,1335,1337,1338,1341,1355,1359,1362,1366,1367,1368,1370,1372,1373,1374,1375,1376,1377,1379,1391,1393,1408,1412,1416,1418,1421,1422,1423,1437,1444,1449,1451,1455,1457,1462,1463,1465,1470,1471,1476,1491,1493,1498,1504,1511,1523,1575,1576,1579,1580,1583,1585,1588,1589,1590,1592,1594,1595,1596,1597,1598,1599,1601,1602,1603,1605,1607,1608,1629,1633,1636,1637,1638,1644,1664,1677,1678,1679,1689,1708,1709,1711,1712,1713,1720,1721,1723,1724,1725,1730,1731,1732,1737,1738,1739,1745,1783,1785,1786,1787,1797,1799,1801,1802,1803,1815,1821,1825,1827,1829,1832,1835,1840,1841,1843,1852,1858,1859,1860,1863,1864,1872,1873,1878,1879,1885,1891,1892,1893,1897,1898,1902,1907,1919,1920,1921,1924,1930,1951,1952,1955,1956,1957,1960,1961,1962,1963,1964,1965,1966,1969,1973,1976,1979,1991,2027,2029,2035,2053,2054,2069,2071,2077,2079,2081,2082,2085,2086,2087,2090,2091,2094,2097,2126,2128,2129,2130,2141,2142,2147,2148,2152,2153,2154,2156,2158,2159,2170,2172,2174,2175,2176,2177,2192,2194,2195,2197,2198,2204,2206,2209,2213,2215,2218,2222,2224,2225,2228,2232,2238,2241,2242,2245,2247,2248,2250,2251,2253,2254,2255,2256,2258,2262,2280,2281,2285,2287,2288,2294,2300,2302,2303,2304,2308,2310,2312,2323,2327,2328,2331,2337,2341,2345,2347,2348,2350,2374,2382,2384,2385,2404,2411,2412,2414,2422,2424,2425,2433,2435,2436,2453,2459,2460,2461,2462,2463,2467,2470,2473,2474,2475,2476,2481,2486,2495,2496,2507,2508,2510,2511,2513,2514,2516,2521,2525,2528,2529,2533,2537,2541,2543,2546,2547,2549,2555,2556,2561,2565,2566,2567,2569,2570,2571,2576,2582,2583,2588,2589,2590,2592,2594,2603,2604,2611,2612,2613,2615,2616,2617,2618,2628,2630,2632,2633,2641,2644,2645,2647,2649,2650,2652,2657,2659,2660,2665,2668,2670,2677,2679,2688,2692,2701,2708,2718,2730,2732,2735,2736,2737,2740,2742,2757,2764,2772,2788,2790,2793,2794,2795,2797,2799,2801,2802,2803,2809,2810,2811,2813,2815,2816,2817,2818,2820,2824,2826,2830,2833,2834,2836,2837,2838,2839,2842,2844,2852,2865,2866,2870,2880,2884,2885,2887,2888,2892,2893,2894,2895,2898,2899,2900,2901,2903,2909,2911,2913,2914,2915,2918,2919,2922,2923,2926,2936,2940,2943,2944,2945,2947,2948,2949,2950,2955,2962,2963,2967,2971,2973,2974,2980,2986,2992,2993,2997,2998,3004,3007,3008,3011,3012,3016,3017,3019,3021,3023,3025,3027,3029,3031,3033,3035,3037,3039,3041,3045,3050,3053,3054,3067,3092,3094,3095,3098,3101,3104,3105,3107,3108,3117,3120,3128,3129,3131,3132,3133,3141,3142,3143,3146,3149,3158,3162,3167,3170,3187,3189,3193,3197,3198,3207,3209,3211,3216,3221,3224,3227,3229,3232,3234,3236,3237,3238,3240,3242,3244,3247,3262,3279,3283,3284,3286,3287,3292,3293,3294,3296,3299,3304,3305,3306,3307,3308,3320,3327,3333,3334,3335,3336,3338,3342,3344,3348,3353,3361,3362,3363,3364,3369,3385,3388,3404,3409,3411,3413,3415,3416,3418,3423,3426,3434,3450,3452,3453,3458,3460,3465,3467,3470,3473,3475,3477,3478,3487,3512,3517,3518,3521,3523,3525,3533,3535,3543,3557,3560,3564,3566,3569,3570,3571,3572,3573,3576,3578,3585,3597,3598,3599,3600,3601,3602,3604,3621,3622,3623,3624,3625,3626,3627,3628,3629,3630,3632,3643,3646,3647,3653,3656,3658,3665,3666,3668,3670,3675,3676,3677,3683,3687,3689,3691,3696,3702,3703,3708,3715,3716,3721,3724,3726,3728,3729,3732,3733,3737,3738,3739,3744,3746,3747,3749,3752,3753,3754,3756,3764,3770,3773,3775,3777,3780,3782,3786,3796,3797,3801,3803,3804,3811,3813,3814,3816,3817,3819,3820,3825,3827,3836,3837,3839,3841,3843,3845,3846,3847,3861,3862,3864,3867,3872,3874,3875,3878,3884,3885,3887,3889,3890,3891,3893,3895,3900,3903,3905,3906,3907,3908,3920,3926,3933,3936,3939,3941,3942,3943,3949,3963,3966,3970,3978,3980,3983,3985,3986,3988,3990,3996,4002,4010,4012,4018,4024,4036,4045,4046,4047,4055,4062,4064,4066,4072,4073,4083,4097,4098,4100,4104,4108,4110,4112,4113,4118,4119,4128,4130,4136,4151,4152,4155,4158,4161,4165,4169,4172,4174,4176,4178,4181,4190,4192,4193,4194,4196,4205,4208,4209,4211,4215,4217,4226,4228,4230,4233,4241,4287,4289,4291,4292,4294,4296,4299,4304,4306,4307,4308,4310,4312,4314,4315,4316,4332,4333,4335,4336,4337,4338,4339,4352,4355,4356,4362,4363,4367,4369,4370,4371,4372,4373,4375,4388,4391,4410,4412,4414,4415,4423,4429,4435,4439,4445,4451,4457,4458,4459,4460,4461,4462,4464,4476,4478,4480,4482,4488,4490,4492,4494,4496,4497,4498,4500,4508,4509,4510,4512,4520,4521,4535,4536,4543,4548,4555,4556,4575,4577,4587,4588,4589,4590,4591,4597,4600,4603,4605,4609,4611,4613,4615,4617,4619,4620,4627,4628,4629,4630,4632,4634,4635,4644,4646,4648,4650,4652,4656,4657,4658,4659,4660,4661,4665,4666,4670,4671,4674,4676,4678,4685,4687,4688,4690,4692,4693,4704,4706,4714,4716,4720,4721,4726,4727,4731,4733,4737,4743,4745,4747,4751,4757,4763,4764,4768,4769,4771,4781,4787,4791,4792,4794,4796,4798,4799,4802,4804,4806,4811,4814,4815,4819,4820,4822,4825,4826,4834,4846,4860,4862,4863,4864,4866,4870,4871,4872,4874,4879,4880,4882,4884,4885,4886,4887,4888,4889,4890,4891,4892,4893,4894,4895,4896,4897,4898,4917,4921,4923,4925,4935,4937,4938,4939,4940,4941,4944,4950,4952,4954,4959,4963,4967,4970,4984,4985,4990,4997,4998,5003,5011,5017,5019,5023,5027,5030,5045,5052,5060,5063,5064,5068,5071,5073,5075,5076,5077,5078,5082,5085,5097,5107,5109,5110,5112,5114,5118,5119,5120,5121,5122,5125,5132,5143,5144,5154,5164,5168,5170,5172,5176,5178,5179,5187,5189,5191,5193,5195,5197,5200,5201,5202,5206,5207,5208,5209,5215,5222,5225,5234,5243,5245,5268,5272,5275,5276,5277,5278,5280,5300,5305,5309,5311,5312,5316,5318,5323,5328,5333,5338,5343,5348,5351,5352,5353,5355,5356,5358,5361,5365,5371,5372,5378,5382,5386,5396,5398,5400,5401,5409,5411,5413,5418,5419,5423,5427,5432,5434,5440,5444,5451,5454,5455,5459,5463,5467,5475,5476,5478,5479,5483,5487,5491,5492,5493,5501,5502,5503,5504,5506,5508,5510,5529,5530,5543,5544,5545,5547,5549,5559,5566,5568,5569,5574,5575,5579,5580,5581,5583,5584,5587,5588,5589,5599,5603,5609,5614,5618,5619,5621,5624,5655,5656,5657,5661,5673,5674,5676,5678,5682,5688,5689,5692,5695,5696,5697,5698,5702,5706,5708,5712,5713,5715,5718,5722,5745,5746,5762,5765,5766,5783,5784,5785,5792,5794,5802,5804,5812,5815,5826,5828,5831,5842,5852,5856,5859,5860,5862,5865,5867,5870,5875,5877,5883,5886,5893,5894,5895,5897,5899,5905,5906,5917,5918,5919,5921,5922,5923,5927,5931,5941,5942,5944,5950,5955,5962,5970,5972,5974,5980,5982,5984,5986,5988,5990,5992,5995,5997,5999,6013,6028,6041,6043,6045,6052,6057,6058,6060,6061,6064,6071,6077,6080,6088,6100,6105,6107,6108,6109,6110,6111,6115,6116,6117,6119,6120,6121,6126,6130,6133,6135,6138,6141,6143,6145,6146,6147,6151,6156,6166,6172,6184,6190,6195,6197,6201,6202,6205,6211,6213,6233,6241,6242,6244,6245,6251,6252,6253,6259,6260,6261,6264,6265,6267,6268,6269,6270,6271,6273,6274,6280,6284,6285,6291,6292,6294,6295,6298,6307,6314,6315,6316,6318,6320,6321,6322,6324,6326,6329,6330,6334,6336,6338,6342,6344,6347,6354,6360,6364,6365,6369,6379,6381,6384,6385,6386,6393,6400,6402,6403,6404,6405,6407,6411,6412,6413,6416,6418,6419,6422,6423,6424,6425,6429,6434,6435,6437,6440,6441,6451,6456,6457,6459,6461,6465,6466,6469,6471,6473,6475,6481,6485,6487,6490,6497,6503,6518,6520,6536,6539,6541,6545,6556,6557,6558,6561,6563,6566,6568,6570,6574,6576,6585,6587,6589,6591,6593,6596,6598,6601,6603,6608,6610,6611,6615,6616,6617,6618,6620,6622,6628,6629,6632,6633,6655,6660,6662,6666,6673,6676,6681,6685,6692,6693,6697,6698,6700,6701,6705,6717,6719,6725,6726,6727,6735,6737,6738,6744,6745,6750,6751,6752,6753,6754,6759,6760,6763,6765,6767,6768,6770,6773,6774,6775,6777,6783,6785,6786,6787,6789,6792,6811,6814,6816,6821,6823,6828,6833,6837,6843,6844,6846,6847,6853,6854,6855,6862,6865,6867,6871,6872,6873,6874,6880,6884,6885,6886,6887,6890,6894,6896,6898,6899,6906,6907,6912,6913,6914,6915,6922,6923,6928,6937,6942,6946,6957,6959,6960,6964,6965,6967,6970,6973,6975,6976,6977,6979,6980,6981,6983,6985,6986,6989,6995,6996,6997,7006,7009,7011,7017,7019,7024,7025,7026,7027,7036,7037,7042,7043,7044,7045,7050,7052,7053,7054,7065,7068,7069,7070,7099,7100,7104,7117,7122,7123,7124,7125,7127,7129,7130,7142,7144,7163,7166,7173,7199,7200,7201,7204,7205,7206,7222,7223,7224,7226,7228,7229,7231,7233,7234,7255,7258,7259,7260,7262,7263,7264
FINALS					ŋ̍11	4	2934,2938,6708,6926
FINALS					̍	0	
FINALS					nŋ̍11	0	
FINALS					t̚ŋ̍11	1	2220
FINALS				k		8	3730,4277,4290,4542,5474,5869,6450,6494
FINALS				k	k̚	1	3680
FINALS				k	t̚	1	6299
FINALS			k̚	k		4	4286,4974,5186,5532
FINALS			t̚	t	t̚	1	5739
FINALS			ʔ			201	52,53,54,119,121,127,129,135,137,305,306,319,323,363,369,373,485,539,541,756,757,759,762,763,764,766,769,770,771,773,776,792,793,910,973,984,986,987,988,990,992,1057,1061,1065,1113,1121,1152,1154,1155,1156,1158,1160,1161,1162,1164,1166,1167,1168,1519,1530,1531,1534,1535,1540,1704,1710,1716,1722,1834,1842,1850,2249,2349,2353,2357,2694,2695,2724,2726,2728,2754,2755,2780,2782,2832,2841,2843,2845,2847,2849,2850,2851,2864,2928,2929,2930,2931,2932,2933,3100,3253,3259,3356,3357,3358,3359,3360,3432,3433,3435,3437,3492,3494,3559,3562,3581,3636,3802,3810,3826,3834,3842,3848,3849,3851,3897,3899,4017,4020,4103,4177,4183,4189,4195,4201,4275,4421,4427,4433,4446,4448,4449,4450,4694,4696,4698,4699,4700,4701,4702,4774,4823,4824,4900,4902,4904,4906,4908,4910,4912,4914,4916,4918,4919,4920,5101,5102,5103,5104,5148,5150,5383,5384,5629,5630,5633,5635,5638,5639,5640,5643,5666,5668,5740,5741,5742,5743,5901,5903,6505,6507,6509,6511,6512,6513,6547,6549,6551,6597,6599,6870
FINALS			n		n	0	
FINALS		ŋ				0	
FINALS		ŋ	ŋ	ŋ	n	0	
FINALS		ŋ	m	m	m	1	4235
FINALS		ŋ	n		n	0	
FINALS		ŋ	n	n	n	0	
FINALS		ʔ	p̚	p	p̚	26	393,399,499,500,852,1025,2052,2671,2821,3059,3734,3938,3940,4797,4801,4883,5022,5174,5477,6104,6275,6277,6426,6532,7252,7253
FINALS		ʔ	p̚	p	m	0	
FINALS		ʔ	k̚		k̚	5	2763,2767,4322,4392,6674
FINALS		ʔ	k̚	k		6	1687,1688,2683,4270,5891,7133
FINALS		ʔ	k̚	k	k̚	164	22,28,29,157,158,229,230,234,313,314,315,553,737,911,1066,1514,1526,1584,1639,1685,1699,1700,1701,1805,1806,1814,1822,1848,1855,1857,1877,2015,2021,2028,2042,2043,2146,2325,2329,2333,2352,2366,2491,2605,2606,2663,2680,2722,2765,2766,2781,2829,2937,3057,3065,3075,3076,3112,3123,3276,3278,3310,3311,3312,3316,3319,3321,3347,3520,3522,3524,3544,3574,3575,3580,3591,3592,3593,3617,3633,3788,3789,3793,3798,3995,4001,4035,4039,4068,4107,4116,4186,4199,4218,4250,4261,4264,4266,4273,4281,4300,4321,4345,4385,4393,4420,4454,4455,4486,4595,4624,4777,4816,4818,4976,4988,5018,5146,5182,5282,5286,5310,5331,5347,5367,5462,5466,5488,5490,5531,5748,5805,5814,5928,5951,6008,6035,6037,6039,6049,6053,6055,6137,6162,6223,6341,6583,6625,6653,6712,6714,6716,6741,6856,6893,6917,6992,7007,7010,7029,7119,7136,7139,7281
FINALS		ʔ	k̚	k	t̚	143	245,260,351,549,708,710,871,981,982,1064,1234,1235,1344,1445,1604,1680,1717,1719,1791,1793,1794,1937,2106,2161,2163,2392,2591,2748,2785,3015,3061,3063,3077,3113,3213,3351,3373,3552,3554,3555,3662,3664,3767,3953,3955,4007,4031,4032,4148,4202,4285,4417,4568,4585,4626,4854,4876,4878,4964,4986,5005,5020,5175,5183,5185,5199,5252,5253,5254,5256,5306,5308,5342,5439,5464,5526,5608,5645,5648,5680,5690,5701,5703,5707,5710,5720,5774,5775,5793,5795,5803,5806,5818,5819,5820,5821,5838,5871,5874,5920,5925,5965,5968,6009,6022,6047,6070,6073,6098,6218,6221,6227,6229,6234,6235,6236,6243,6301,6356,6383,6408,6409,6417,6448,6449,6488,6496,6564,6592,6631,6651,6806,6824,6982,6984,6990,7032,7157,7271,7273,7274,7280,7283
FINALS		ʔ	k̚	t	t̚	21	788,791,1225,1443,1847,1851,1982,2014,2334,2506,2542,2553,3657,3660,3714,4432,4580,5062,5404,5913,6852
FINALS		ʔ	t̚		t̚	3	940,4096,5851
FINALS		ʔ	t̚	k	t̚	4	1795,4216,5084,6219
FINALS		ʔ	t̚	t	t̚	65	428,430,688,787,790,797,1048,1122,1226,1228,1844,1849,1975,1980,2011,2107,2119,2131,2418,2804,2891,3024,3030,3036,3659,3671,3698,3755,4033,4037,4040,4087,4105,4175,4527,4534,4574,4579,4614,4623,4625,4752,4760,4913,5059,5061,5273,5330,5370,5421,5538,5540,6090,6254,6635,6756,6819,6820,7216,7217,7220,7221,7245,7248,7249
FINALS		ʔ	ʔ	k	k̚	11	1233,1789,2485,3268,3277,3366,4452,4855,4899,4905,7031
FINALS		ʔ	ʔ	k	t̚	1	5537
FINALS		ʔ				7	706,712,713,1744,3182,4238,4578
FINALS		ʔ			t̚	0	
FINALS		ʔ		k		6	1683,2534,2607,3345,4204,6747
FINALS		ʔ		k	k̚	3	2044,5539,6683
FINALS		ʔ		k	t̚	1	5773
FINALS	ŋ					1	6940
FINALS	ŋ	ŋ		ŋ	ŋ	134	94,254,420,535,843,1056,1125,1268,1309,1328,1627,1631,1635,1648,1690,1808,1816,1824,2018,2068,2171,2173,2236,2240,2363,2367,2428,2445,2446,2500,2700,2857,2858,2861,2957,3066,3080,3081,3082,3181,3407,3484,3489,3740,3745,3856,3882,3910,3916,3930,4082,4141,4146,4252,4358,4359,4378,4483,4582,4708,4746,4748,4809,4847,4851,4929,4932,5006,5025,5033,5051,5105,5127,5130,5181,5214,5233,5247,5249,5258,5322,5500,5536,5550,5556,5592,5597,5634,5669,5679,5681,5781,5839,5885,5889,5949,6157,6188,6189,6278,6281,6300,6303,6308,6331,6350,6372,6380,6431,6476,6477,6527,6580,6604,6613,6636,6638,6639,6658,6706,6730,6731,6881,6902,6903,6931,7040,7082,7146,7168,7179,7189,7210,7236
